SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,REVIEW_DOC_NO,REVIEW,DOC_PART_NO
G,P11,S37,154606,RVD-220320-0000114,세정력눈에 립앤 아이 리무버 안 하고 써봤는데 아주 잘 지워져서 좋았어요,3
G,P11,S37,154606,RVD-220320-0000114,얼굴에 트러블 나는 분들은 그냥 립앤아이 리무버 용으로 써도 괜찮을 거 같긴 해요,4
G,P11,S37,154606,RVD-220320-0000114,눈에 들어가면 아프니까 안 들어가게 조심해서 쓰면건성인 가족이 썼었는데 잘 지워지는 거 같은데 향때문에 쓰기가 꺼려진다고 하더라구요,5
G,P11,S37,154606,RVD-220320-0000113,설문단향진짜 사과향은 아니고 500원짜리 사과맛 사탕에서 날 것 같은 그런 인공향이 솔솔 남 처음에는 읭 했지만 맡다 보면 좋기두 하고감점 포인트는 나에겐 아니었음사용감산뜻함 셀리맥스 오일과 비슷한 느낌물처럼 흐르고 얇게 얼굴에 도포되면서꾸덕하지 않아 데일리로 사용하기 좋다특유의 기름내도 안나는 편이고 사과향땜시 그런가유화 마무리감유화는 잘 되는 편꾸덕하지 않아 세안 후에 모공에 아직 남은것 같은 느낌 이라던지 피부에 오일이 안 벗겨진 느낌은 거의 없는 편이다,1
G,P11,S37,154606,RVD-220320-0000113,엄청나게 짱이야 신세계야는 아니지만 구매시 후회는 없을 템,0
G,P11,S37,154630,RVD-220320-0000108,순하고 따갑지 않아서 좋아요,0
G,P11,S37,154630,RVD-220320-0000108,워터 제품이 여름엔 쓰기 더 편하다라구요,1
G,P11,S37,154630,RVD-220320-0000108,세정력도 엄청 강해서 폼클렌징 하기 전 거의 눈 마스카라나 립 부분은 깨끗하게 씻어짐,2
G,P11,S37,154630,RVD-220320-0000107,수분은 남기고 노폐물만 닦아내는 저자극  클렌징 워터로원료부터 제조설비까지 까다로운 인증절차를 가진 비건인증을 받은 착한제품이에요자극은 줄이고 세정력은 높은 클렌징 워터로화장솜에 클렌징워터를 충분히 적신 후 얼굴 안쪽에서 바깥쪽으로 부드럽게 닦아내면서 간편하게 사용할 수 있고수분토너처럼 부드럽고 촉촉하게 스며드는 워터제형으로사용후 잔여감없이 깔끔하며 끈적임없이 산뜻하게 마무리되요사용후 당김이나 눈따가움 피부따가움이 없고 은은한 향이나서 좋아요,1
G,P11,S37,154630,RVD-220320-0000107,추천합니다,0
G,P10,S34,155189,RVD-220320-0000106,민감성 수부지 피부 좋았던 점  거슬리지 않을 정도의 은은한 새콤한 향 미백제품 치고 자극도 적고 수분감도 꽤 오래가서 좋았음,1
G,P10,S34,155189,RVD-220320-0000106,빠른 흡수력 가성비가 좋은  기미 잡티 케어는 모르겠지만 피부가 맑아진거 같은 느낌 아쉬운점  마무리감이 살짝 끈적거림 ㅠㅠ,2
G,P10,S34,154326,RVD-220320-0000101,민감성 수부지 피부 좋았던 점  올영세일에 가격이 저렴해서 11에 19900원이라 한번 구매 해봄 가격은 진짜 저렴 마스크 때문에 붉은기도 많이 올라오고 괜히 따끔한 피부에 요 크림 두둑히 올려주고 자고 일어나면 피부가 싸악 진정되 있음,1
G,P10,S34,154326,RVD-220320-0000101,피부 진정력 최고 비건 제품  성분도 착해서 진짜 걱정없이 막 쓰기 좋음,2
G,P10,S34,154326,RVD-220320-0000101,제형도 진정크림시카크림 치고 무겁지않고 생각보다 흡수력도 좋음,3
G,P10,S34,154326,RVD-220320-0000101,끈적임 하나도 없이 보들보들 거리는 느낌이라 마무리감도 산뜻해서 좋음,4
G,P10,S34,154326,RVD-220320-0000101,무향 이라 거슬리는 향 없음,5
G,P10,S34,154326,RVD-220320-0000101,용기도 재활용이 편하게 이지라벨 이 되어있음,6
G,P10,S34,154326,RVD-220320-0000101,아쉬운 점 생각보다 보습력이 짱짱한 편은 아님  시카크림 치고는 가벼움,7
G,P10,S31,155400,RVD-220320-0000091,세럼제형이묽은편이라스포이드로바로얼굴에짜서사용해서바른후롤링시켜흡수시켜서사용하고있어요향은제가맡았을때는없다싶다느껴서무향이라생각합니다묽은편이라토너로결정리하고노스카나세럼을2차로바르는데흡수력이빠르고유분감도없다보니이마양볼턱에짠후넉넉히발라주고가볍게눌러주면서흡수시켜주니피부면을눌러보면쫀쫀탱글한촉감이들어요ㅎ흡수시끈적임은수분토너와각질토너사용시느낌이달랐어요수분토너사용후에는흡수가조금더뎌서끈적임이조금느껴졌었고가질토너후사용했을시엔피부가보송한후사용하다보니흡수가너무빨라서끈적임이전혀없었어요수분토너와사용했을때엔가볍게로션제형의앰플만마지막3차로같이병행해발라주었고각질토너와사용했을때엔3차로파파레시피마데카크림을콩알만큼마지만으로발라주고있어요진정효과어느정도도움받고있는듯싶어요단독으로사용해봤었는데왠지주름이자글자글마르는듯한느낌이들면서눈가주름이보이더라구요ㅎㅎ단점은신제품이라그런지용량에비해가격대인듯싶구요너무자주바르다보니효과가미미해질거같은기분이에요,1
G,P10,S31,154709,RVD-220320-0000090,스포이드로 깔끔하게 사용가능해요,1
G,P10,S31,154709,RVD-220320-0000090,수분감 빵빵은 아니지만 오히려 산뜻하게 금방 흡수되고 화장도 밀리지않아요,2
G,P10,S31,154709,RVD-220320-0000090,무색무취의 단점이 없는 제품같아요,0
G,P10,S31,153583,RVD-220320-0000083,첫토너로 괜찮은거같아요닥토로 사용할려고 삿는데 묽어서 좋아요정말 블랙티 홍차향이 나고 향은 흡수되면서 금방 사라지는거같아요,1
G,P10,S31,153583,RVD-220320-0000083,가격대가 좀있는편이라 세일할때 사면 좋을꺼같아요저는 수부지형이라 닥토로 좋고 스킨팩으로도 사용하면 좋을듯해요,0
G,P10,S31,154628,RVD-220320-0000079,쫀쫀한느낌은 있으나끈적임을 싫어하시는 분들은다른 제품을 찾는게 좋을것 같아요악건성이나 시간이 지나면 유분기가마구올라오는건 신비한 마법,1
G,P10,S31,154628,RVD-220320-0000078,나이가 나이인지라 꾸준히관리해주고있는데콜라겐 앰플은 처음써봤는데반반테스트해보면서 써봤는데큰주름까진아니여도 제피부에서 잔주름케어에 도움이 많이되었어요이게 저분자라그런지 꿀럭꿀럭안되고흡수가 잘되어져서저는 누가위주로 집중해서 발라줘봤는데 확실히 바른쪽안바른쪽 다르더라고요씨케이디 브랜드도처음써보는건데제품력괜찮은것같아서 추천합니다근데 저같은 진짜최악의 건성은 위에확실히 흡수후덧발름이 필요합니다,1
G,P10,S31,154628,RVD-220320-0000078,참고하셔요,0
G,P10,S31,154628,RVD-220320-0000077,샘플링 이벤트에 당첨되어 제품을 사용해보았습니다,0
G,P10,S31,154628,RVD-220320-0000077,제품에 대한 배경지식이 하나도 없었다는 점 참고해주세요앰플 제형에 알갱이처럼 노란 방울들이 있는데 얼굴에 바를 때 거슬리지는 않고 신기했음,0
G,P10,S31,154628,RVD-220320-0000077,흡수는 잘 됨 처음,1
G,P10,S31,154628,RVD-220320-0000077,사용할 때는 굉장히 가벼워서 몰랐는데 마무리감은 조금 오일리한 느낌임 하지만 답답하거나 끈적이지는 않음,2
G,P10,S31,154628,RVD-220320-0000077,오일리한 마무리감 때문에 아침에는 바르지 않고 밤 세안 후 바름 제품 효과를 확인하고 싶어서 하루걸러 다른 제품수분집중 주름개선x이랑 번갈아가면서 사용했는데 이 제품을 사용한 다음날 확연히 그 효과가 드러남 뭔가 모르게 피부가 환해보이고 탱탱쫀쫀한 느낌임 그래서 피부 화장할 때도 기분이 좋아지는 느낌이었음,3
G,P10,S31,154628,RVD-220320-0000077,주름 개선을 목표로 사용한 건 아니어서 그런 효과는 잘 모르겠지만 이정도면 정말 주름이 개선될 수 있겠다 싶었음,4
G,P10,S31,154628,RVD-220320-0000077,효과를 정말 많이 느껴서 가격대도 조금 있을 줄 알았는데 생각보다 저렴해서 놀랐음 조금만 발라도 충분해서 가성비가 정말 좋겠다고 생각했음,5
G,P10,S31,154628,RVD-220320-0000076,막 엄청 좋다 라는 느낌은 아니고 흡수가 잘되네요차라리 다른 좋은 크림을 사는게 어떨까 싶어요,1
G,P10,S31,154628,RVD-220320-0000075,다른 앰플보다 더 쫀쫀하다는 느낌이 듭니다,0
G,P10,S31,154628,RVD-220320-0000075,조금만 사용해도 얼굴 전체에 촉촉하게 바를 수 있어요,1
G,P10,S31,154628,RVD-220320-0000075,왜 수분광이라는 표현이 붙어있는지 알 것 같습니다,2
G,P10,S31,154628,RVD-220320-0000075,보습이 필요한 분들께 추천하구 여름엔 좀 기름질 수 있겠으나 봄 가을 겨울엔 적절히 잘 쓰일듯 구매의사있음,3
G,P10,S31,154628,RVD-220320-0000075,추천추천,0
G,P10,S31,154628,RVD-220320-0000074,씨케이디 앰플장점  우선 흡수력이 너무 좋습니다,1
G,P10,S31,154628,RVD-220320-0000074,그리고 콜라켄 캡슐이 있어서 바르면서 터지는느낌이 드는 것 같아요쫀쫀한 느낌도 있고꾸준하게 바르다보면 효과가 있겠죠ㅎㅎ 저는 만족했습니다,2
G,P10,S31,154628,RVD-220320-0000074,단점  캡슐을 터트리며 발라야되서 아침에 바를때 남아있는 콜라겐들이 화장할때 쪼곰남아있으면 다시 문질문질 발라야되용,3
G,P10,S31,154628,RVD-220320-0000073,점점 나이가 들면서 콜라겐 제품에 관심이 생겼는데 다른 제품들과 달리 이 앰플은 콜라겐 캡슐을 두눈으로 확인할 수 있어서 좋더라구요,0
G,P10,S31,154628,RVD-220320-0000073,또 기능성 제품들은 찐득하거나 무거운 제형이 많은데 이건 그런 제품들에 비해서 전혀 무겁지 않아 부담스럽지 않았어요,0
G,P10,S31,154628,RVD-220320-0000073,오 괜찮은데 싶더라구요솔직히 지성인 사람은 뭘 쓰던 유분감을 걱정하지 않을 수가 없잖아요 ㅜㅜ,1
G,P10,S31,154628,RVD-220320-0000073,이 앰플을 처음,0
G,P10,S31,154628,RVD-220320-0000073,사용했을때는 얼굴에 광이 예쁘게적당히 돌아서 좋았고 이후에 탄력이 조금 붙는 것 같아서 더 꾸준히 써보자 하는 마음이 들더라구요,2
G,P10,S31,154628,RVD-220320-0000073,앰플에 이어 크림까지 같이 써주면 더 피부가 쫀쫀 탱탱해지겠다 싶었어요그리고 아침 저녁으로 사용해도 된다지만 저는 혹시나 싶어서 저녁에만 사용했는데 흡수력이 좋아서 그런지 다음날 아침에 유분이 겉돈다거나 건조하다거나 그런게 없었어요그래서 목에도 같이 발라주려구요,3
G,P10,S31,154628,RVD-220320-0000073,씨케이디 올커버리선도 엄청 만족하고서 재구매하여 매일 사용중인데 이 제품 또한 저랑 잘 맞아서 낯설었던 씨케이디 브랜드가 이젠 관심 브랜드가 되었네요올리브영에 크림은 있고 앰플은 없던데 앰플도 빨리 팔았으면여름에도 쓸수 있을 정도의 제형이라,4
G,P10,S31,154628,RVD-220320-0000072,이 라인 퍼스트에센스를 괜찮게 썼는데 이 제품도 괜찮네요시간 지날수록 피부결과 색소침착 흔적들이 개선되는게 눈에 보입니다,1
G,P10,S31,154628,RVD-220320-0000071,적은 양으로도 충분히 보습 가능하고 피부에 흡수는 잘되는 느낌이에요,1
G,P10,S31,154628,RVD-220320-0000071,아무래도 콜라겐이라서 그런지 쫀득한 느낌이 좀 많은데 끈적거림 싫어하시는 분들은 사용하기에 좀 그렇겠네요,2
G,P10,S31,154628,RVD-220320-0000071,향도 약한편인것 같아요,3
G,P10,S31,154092,RVD-220320-0000068,너무 촉촉하고 지속력 오래가고 좋았어요,1
G,P10,S31,154092,RVD-220320-0000068,이래서 다들 설화수 설화수 하나 싶었어요,0
G,P10,S31,154092,RVD-220320-0000068,제가 볼 아래쪽 피부가 많이 예민하고 건조한데 바르자마자 건조함이 싹 잡히는것보고 감동했어요 ㅎㅎ,0
G,P10,S31,154092,RVD-220320-0000068,아침까지도 촉촉해서 넘 좋았구요,2
G,P10,S31,154092,RVD-220320-0000068,물론 향은 제 취향이 아니고 패키지도 과대포장스럽긴 하지만 누가 선물주면 정말 감사하며 쓸것같아요,3
G,P10,S31,154092,RVD-220320-0000067,너무너무 좋아요,0
G,P10,S31,154092,RVD-220320-0000067,이 라인의 크림써봣었는데 크림을 묽게 에센스로 만든거 같은 느낌이더라구요,0
G,P10,S31,154092,RVD-220320-0000067,엄마랑 같이 사용했는데 보습감과 향이 너무 좋아서 엄마꺼는 따로 구매해드렸어요,1
G,P10,S31,154092,RVD-220320-0000067,다 쓰고나면 또 쟁이고 싶은 그런 아이템이이에요,0
G,P10,S31,154092,RVD-220320-0000066,실제로 사용해봣는데 너무 촉촉하고 좋아요,1
G,P10,S31,154092,RVD-220320-0000066,자극적이지 않고,2
G,P10,S23,155394,RVD-220320-0000061,패드가 진짜 크긴해요근데 기대했던만큼 좋지않아용근데 제품이 안좋은건 아니고 기대를 너무 많이 한거같아융엄청 촉촉하고 에센스도 패드에 많이 적셔있어서 좋긴해용향도 나뿌지않숩니당,1
G,P10,S23,155077,RVD-220320-0000060,생당근 특유의 냄새와 맛을 별로 좋아하지 않아서 피부에 챱챱 흡수시켜줬을 때 살짝 흠칫하긴했지만 거슬릴 정도는 아니었음오일리하면서 물처럼 흐르는 가벼운 제형이라서 패드에 푹 절여서 사용 중임요즘 마스크 때문에 피부가 거칠어지고 예민해져서 자극적이지 않고 가볍게 진정시켜주는 앰플이나 토너가 필요했는데 이 제품은 양 조절만 잘 해준다면 끈적이지 않고 산뜻하게 마무리가 가능함,1
G,P10,S23,155077,RVD-220320-0000059,본인 피부 타입  T존 번들기름 잘 올라옴 U존 건조T존은 괜찮은데 U존 때문에 크림 한번 씩 더 발라줘야 함한 복합성 피부 향  흙 묻은 당근이 숙성된 느낌옅음 금방 날아감 근데 이정도의 향도 싫으면 그냥 당근이 싫은거라고 봐야 할 듯 스xxx당x패드향이랑 다름사용후기  스킨  제품    제품  영양크림 등등 으로 바르고 사용했습니다,1
G,P10,S23,155077,RVD-220320-0000059,스킨 대용으로 쓰는게 저한테는 잘 맞더라구요,0
G,P10,S23,155077,RVD-220320-0000059,흡수도 잘 되는 편이고 사용하면서 트러블 올라온 것 없으며 T존에 기름 번들 올라오지 않는다는 장점이 제일 커서 너무 잘 쓰고 있습니다,2
G,P10,S23,155077,RVD-220320-0000059,요즘 봄이라 피부 컨디션이 굉장히 왔다리갔다리 하는데 중성의 피부란 이런 것이구나 를 알 수 있었습니다,0
G,P10,S23,155077,RVD-220320-0000059,개인적으로 사용감은 앰플스킨류 사용 후와 비슷하거나 이 제품이 좀 더 좋은 것 같다,0
G,P10,S23,155077,RVD-220320-0000059,느낌이런 분에게 추천  복합성 강추 당근 관련된 제품을 사용 해 봤었는데 잘 맞았다,0
G,P10,S23,155077,RVD-220320-0000059,하신 분들 속는 셈치고 하나 사 보십쇼 사담  어떤 누군가는 패키징이 마음에 안 들 수도 있지만 분리수거하기 편하게 나와서 개인적으론 맘에 쏙 듭니다,3
G,P10,S23,155077,RVD-220320-0000059,원씽의 다른 제품들도 궁금해지는 제품이였습니다,0
G,P10,S23,155077,RVD-220320-0000059,오랜만에 사용 후 기분 좋아졌습니다,0
G,P10,S23,154963,RVD-220320-0000058,당근패드보다 보습력이 더 좋은 느낌이고패드가 부드럽고 넓어서 피부에 자극 없이 사용하기 좋았어요,1
G,P10,S23,154963,RVD-220320-0000058,생각보다 에센스 양이 너무 적어서 놀랐어요패드 자체는 부드러운데 에센스 양이 적어서 부드러운게 반감되는 느낌악지성인 저에겐 살짝 기름지다는 느낌도 들었구요재구매 의사는 없습니당,0
G,P10,S23,153805,RVD-220320-0000057,샘플링에 당첨되서 써본 리뷰입니다1 패드동그라면서 제 손손가락제외을 거의 가릴수 있을만큼 컸습니다,0
G,P10,S23,153805,RVD-220320-0000057,그래서 아침에 팩하기는 부담스럽고 피부는 빠르게 진정 or 수분공급하고 싶을때 굉장히 편리했습니다,1
G,P10,S23,153805,RVD-220320-0000057,정말 신기했던게 두께감이 어느정도 있는거 같으면서 단단하더라고요  너무 얇은 토너패드들은 손으로 집을때 에센스가 다 손바닥으로 흐르고 닥토해주기 불편했는데 그런 부분들을 잘 보안해줄수있는 두께감으로 안정감을 줘서 편리했습니다,2
G,P10,S23,153805,RVD-220320-0000057,어느정도 두께감이 있어서 피부에 에센스가 잘 전달되지 않을까 걱정했는데 실제로 사용해보니 피부에 찹쌀떡처럼 착하고 잘 붙어서 굉장히 만족했습니다,0
G,P10,S23,153805,RVD-220320-0000057,마지막으로 면이 굉장히 부드러워서 닥토를 해주더라도 피부에 자극이가지않아서 닥토를 좋아하시는 분들께도 추천드립니다2 효과 히알 토너 패드인만큼 수분력을 중점으로 사용했는데 제가 사용해본 히알제품중에 역대급이였어요,3
G,P10,S23,153805,RVD-220320-0000057,히알특유의 사용감이 있지만 굉장히 빠르게 흡수되면서 피부에서 날아가지 않고 수분감을 꽉 채워주는 느낌쓰 와 그리고 해준후의 피부느낌이 정말 마음에 들었어요,4
G,P10,S23,153805,RVD-220320-0000057,화장이 찰떡처럼 먹을거같은 모찌하면거 쫀득한 피부 느낌이라 오랜만에 잘 맞는 패드제품찾았다 싶었습니다,0
G,P10,S23,153805,RVD-220320-0000057,3 향거의 무향에 가까운 제품입니다,5
G,P10,S23,153805,RVD-220320-0000057,코를 패드에 가까이 대고 맡아보면 샘플링 신청하기 정말 잘했다고 생각드는 제품이였습니다,0
G,P10,S23,153805,RVD-220320-0000057,지금 쓰고 있는 토너 다쓰고 나면 이 패드 구매의사 100 있습니당,0
G,P10,S23,153805,RVD-220320-0000056,평소에 패드를 진짜 자주 쓰거든요,0
G,P10,S23,153805,RVD-220320-0000056,웰라쥬 브랜드를 처음접하는건데 히랄루로닉이라 수분 촉촉하게 토너사용할수있어서 좋았습니다,1
G,P10,S23,153805,RVD-220320-0000056,본품 구매할 의향있어요,0
G,P10,S23,153805,RVD-220320-0000056,네오젠 닥터지코스알엑스 같은 브랜드도 다 사용해봤는데 뒤쳐지지 않습니다피부 트러블을 안만드는거 자체에 고마운 템이죠,2
G,P10,S23,153805,RVD-220320-0000055,샘플링 이벤트 당첨 리뷰피부 자극없이 순하고 보습력이 좋아서 스킨케어는 물론 화장하기 전에 해도 너무 좋아요,1
G,P10,S23,153805,RVD-220320-0000055,솜이 부드럽고 에센스양도 많아서 넉넉하게 쓰기 괜찮은것 같아요,2
G,P10,S23,153805,RVD-220320-0000055,수부지인데 속건조도 잡아줘서 피부가 보들보들해지는 느낌,0
G,P10,S23,153805,RVD-220320-0000054,샘플링 이벤트 리뷰 입니다1 일단 가벼우면서도 촉촉한 보습이 가능한 느낌을 받습니다,1
G,P10,S23,153805,RVD-220320-0000054,2 패드 소재도 괜찮은 것 같고 처음,0
G,P10,S23,153805,RVD-220320-0000054,꺼냈을 때 얼굴 전체 한번 펴 바른 후 볼에 올려 보았는데 밀착도 잘 되어서 좋습니다3 향은 거의 없어요,2
G,P10,S23,153805,RVD-220320-0000054,정말 모든 면에서 깨끗한 느낌으로 만들었다는 생각이 듭니다4 바르고 난 뒤가 저는 더 마음에 드는데 끈적임도 없지만 그렇다고 너무 마르지도 않게 적당히 촉촉하면서도 깔끔하고 산뜻하게 마무리 되는게 너무 좋습니다,3
G,P10,S23,153805,RVD-220320-0000054,5 개인적으로 팩은 부담스러운데 하루에 이거 두 장이면 샤워하고 기초 케어로 끝날 것 같아요,0
G,P10,S23,153805,RVD-220320-0000053,우선 크기가 크게 나와서 나비존에 안착될 정도인게 너무 좋았어요,0
G,P10,S23,153805,RVD-220320-0000053,지성 피부에 헤비하게 느껴지지 않을 정도로 끈적임 없이 수분감이 좋았고 순하고 패드 자체가 자극도 안 되는 것 같아서 너무 조아요ㅠㅠ,1
G,P10,S23,153805,RVD-220320-0000052,샘플링 이벤트 당첨되어서 한 번 적어봅니다,0
G,P10,S23,153805,RVD-220320-0000052,일단 결론부터 말하자면 이 토너패드 너무 만족합니다웰라쥬의 리얼 히알루로닉 블루 100 앰플도 굉장히 만족하고 사용했었기 때문에 더더 기대하고 사용해봤어요최근 피부컨디션이 정말 안좋았어요,0
G,P10,S23,153805,RVD-220320-0000052,계절 바뀌는 영향이 가장 컸고 생리주기까지 겹치니 순하게 잘 쓰던 제품들 마저도 너무 따갑게 느껴져서 사용할 만한 기초제품이 없어서 정말 걱정하면서 웰라쥬 리얼 히알루로닉 블루 100 토너 패드를 써봤습니다혹시나 이것도 따가우면 어쩌지 했는데 정말 하나도 안 따가웠고 피부에 전혀 부담되지 않았어요,1
G,P10,S23,153805,RVD-220320-0000052,패드 재질이 진짜 토너패드 많이 써본 편은 아니지만 써본 것 중에서 압도적으로 부드러워요,0
G,P10,S23,153805,RVD-220320-0000052,엄청난 충격이에요ㄴㅇㄱ닦아내도 정말 자극이 전혀 없다고 느껴지는 패드는 처음입니다,2
G,P10,S23,153805,RVD-220320-0000052,완전 거칠어진 내 피분데 이렇게 부드럽다고 하며 정말 놀랐어요,3
G,P10,S23,153805,RVD-220320-0000052,패드 크기도 과하지 않게 크면서 팩으로 해주기에 밀착력도 완전 괜찮았아요,4
G,P10,S23,153805,RVD-220320-0000052,패드가 에센스를 잘 머금고 있어서 팩하는 내내 촉촉했어요저는 히알루론산의 미끄덩함을 굉장히 싫어하는데 요 패드 그 미끄덩함도 없어요,5
G,P10,S23,153805,RVD-220320-0000052,흡수력도 좋고 흡수되고 난 후 피부가 보들보들해져요,6
G,P10,S23,153805,RVD-220320-0000052,악지성인 제가 사용해보아도 끈적임이 없고 전혀 답답하지 않은데 촉촉함은 남아있어서 좋아요,7
G,P10,S23,153805,RVD-220320-0000052,그러면서도 되게 산뜻해요,8
G,P10,S23,153805,RVD-220320-0000052,그리고 다음기초제품이 어떤 것이든 궁합이 좋아요,0
G,P10,S23,153805,RVD-220320-0000052,향도 거의 안나서 좋아요,9
G,P10,S23,153805,RVD-220320-0000052,살짝 나는 것 같긴 한데 가까이 대고 맡아야 겨우 났어요인생패드 찾은 느낌이에요,0
G,P10,S23,153805,RVD-220320-0000052,따갑고 예민해진 제 피부에도 이렇게 순하게 느껴지다니 ㅠㅜ 정말 내 피부컨디션이 어떻든 언제써도 괜찮을 것 같은 제품 웰라쥬 너무 잘 만든 거 아닌가샘플링을 통해 이렇게 멋진 토너패드 사용해 볼 수 있어서 너무 기쁩니다,0
G,P10,S23,153805,RVD-220320-0000051,샘플링써보고 리뷰남깁니다우선 제품이름이 리얼 히알루로닉인만큼 촉촉한제품이었어요향이 별로 없어서 화장품향나는거 싫어하는 저로써는 좋았어요패드재질도 전혀 피부에 자극적이지않고 부드러운 감촉이라  맘에들었습니다히알루로닉이라 그런지 피부가 건조한편인데 촉촉하게 수분감을 충분히주는 제품이네요끈적이진않을까 걱정했는데 그렇지않아요전체적으로 만족도가 높은 토너패드네요,1
G,P10,S23,153805,RVD-220320-0000051,추천합니다,0
G,P10,S23,153805,RVD-220320-0000050,솔직히 토너패드는 아비브 제품 너무 만족하며 잘 사용하고 있어서 딱히 바꿀 이유는 없어요,0
G,P10,S23,153805,RVD-220320-0000050,근데 유튜브 보면 패드가 좀 큰 경우 얼굴에 올려 두었다가 닦아내던데 그게  나름 편리해 보이다라구요,1
G,P10,S23,153805,RVD-220320-0000050,적당한 제품 찾던 중에 웰라쥬 제품이 성분 좋아보이는데 샘플링 한다고 해서 참여하게 되었습니다촉촉하고 너무 만족스러워서 구매하려고 해요,2
G,P10,S23,153805,RVD-220320-0000050,마침 올리브영에서 할인한다고 해서 바로 달려갑니다,0
G,P10,S23,153805,RVD-220320-0000050,감사합니다,0
G,P10,S23,153805,RVD-220320-0000049,1 쿨링감요즘 날씨가 따뜻해지면서 엘베가 없는 5층 아파트에 살다보니 집에 도착하면 얼굴에 열이 확 올라와요 세안 끝낸후 토너패드를 팩하듯이 붙여주고 있으면 언제 그랬냐는듯 싹 진정이 되더라구요,1
G,P10,S23,153805,RVD-220320-0000049,실온에 보관하고 사용했는데도 쿨링감이 느껴지는데 냉장고에 보관하고 사용했으면 더 시원했을거같아요2 수분감저는 토너 사용할때 사용설명서에 닦아서 쓰라고 돼있어도 두드려서 발라요 바쁠땐 2겹정도 여유있거나 속건조가 심할땐 45번정도 바르거든요,2
G,P10,S23,153805,RVD-220320-0000049,근데 이건 토너패드이니 여러번 바를 수 없었어요,0
G,P10,S23,153805,RVD-220320-0000049,하지만 팩처럼 잠시 올려놓고 머리 말린 후 피부결 정리하고 흡수시켜줘도 피부가 건조하지 않았어요3 밀착력앞서 말했듯이 저는 토너패드 사용 시 머리 말리기전에 사용한답니다,3
G,P10,S23,153805,RVD-220320-0000049,저는 머리 말릴때 허리를 숙여서 머리를 말리는데 그럼에도 불구하고 안떨어지고 얼굴에 잘 붙어있었어요4 패드 재질토너 패드 꺼냈을때 어 이게 두겹인가 싶을정도로 도톰했어요,4
G,P10,S23,153805,RVD-220320-0000049,그래서 패드가 수분을 많이 먹고있는거 같았어요,5
G,P10,S23,153805,RVD-220320-0000049,그리고 사용 후에 피부결 정리할때 닦아주는데 거친느낌 없이 보들보들한 정도여서 자극없이 사용할 수 있었어요 ㅎㅎ,6
G,P10,S23,153805,RVD-220320-0000048,촉쵹해서 정망 조아요,0
G,P10,S23,153805,RVD-220320-0000048,진짜 부드러워요,0
G,P10,S23,153805,RVD-220320-0000048,각질도 어느정도 제거댐,1
G,P10,S23,153805,RVD-220320-0000047,극 극 극 민감성이라 원래 토너패드는 손도 안 대는 사람인데 제가 8통째 쓰고 있는 웰라쥬 앰플의 짝궁 패드인거 같아서 샀어요,1
G,P10,S23,153805,RVD-220320-0000047,진짜 너무 너무 좋아요,0
G,P10,S23,153805,RVD-220320-0000047,패드 면도 탄탄하고 속건조 잡아주고 수분이 꽉 차니까 피부 진정도 잘 돼요,2
G,P10,S23,153805,RVD-220320-0000047,ㅠㅠㅠㅠ,0
G,P09,S22,154407,RVD-220320-0000046,친구가 성분확인하고 구입하는 브랜드라 넘버즈인 따라 구입했어요친구는 홍조때문에  나는 쿠션이 매트해서 그런지 피부가 건조해서요아주 무난합나다 커버는 기대하지 않았기 때문에 괜찮아요피부가 정리되고 자외선차단이 되니깐 가끼운 곳에 나갈때 좋아요,1
G,P09,S22,154407,RVD-220320-0000046,만족합니다,0
G,P09,S22,154327,RVD-220320-0000045,발림성 좋고 산뜻한 무기자차 가볍게 발리면서도 얼굴이 오랫동안 뽀송뽀송하게 유지되어 좋았다제형만 봤을 때는 묘하게 촉촉한 느낌이 들어 유기자차인가 싶었으나 얼굴에 바르면 백탁 있고 유분기 없이 밀착되는 무기자차 특유의 성격이 드러남but개인적으로는 얼굴에 유분이 잘 도는 지성인데도 화장 전에 바르기는 부담스러웠다,1
G,P09,S22,154327,RVD-220320-0000045,무기자차 특성상 어쩔 수 없지만 정량 올리면 백탁이 사라지지 않고 오래갔기 때문에ㅜㅜ아니면 번거롭긴 하지만 다른 선크림을 정량으로 바르고 이걸 메베로 바르는 방법도 시도해볼 법함 메베 겸용으로 나오는 선크림이면 백이면 백 정량 바르긴 어렵던데또 하나는 클렌징 신경 써서 해야 한다는 점 한 번은 클렌징오일이 떨어져 폼으로 두 번 세안했는데 안 지워지더라2차세안 필수,2
G,P09,S22,153546,RVD-220320-0000044,실제로 사용해봣는데 너무 촉촉하고 좋아요,1
G,P09,S22,153546,RVD-220320-0000044,자극적이지 않고ㅎㅎ,2
G,P08,S47,153878,RVD-220320-0000041,바디부터 여성청결제 까지 가능한 제품이에요,0
G,P08,S47,153878,RVD-220320-0000041,향도 비누향이고 거품도 잘나고 좋아요,1
G,P08,S47,153878,RVD-220320-0000041,순한 바디크렌저 입니다,0
G,P08,S46,153975,RVD-220320-0000040,말모말모대학생때부터 써왔던 록시땅 핸드크림이에요다른 브랜드제품쓰다 록시땅쓰면 느낌부터 차이나더라고요 하지만 향은 제스타일이 아니라 퍼퓸형 핸드크림도 따로 구매해서 사용하고있어요,1
