SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,REVIEW_DOC_NO,REVIEW,LABELING,SPLIT_NO
G,P10,S31,150343,RVD-220317-0207130,촉촉하고 발림감도 좋고 어느정도 진정도 잘 되는 것 같아요무난하게 쓰기 좋은 앰플,"[('발림성', '발림'), ('보습력', '촉촉'), ('효과', '진정')]",1
G,P10,S31,150343,RVD-220317-0207129,예전에 잇츠스킨제품을 바르면 빨갛게 올라오고 트러블이 생겼었는데  그나마 이 제품은 예전하고 다르게 효과봐서 쓰고 있는 제품이예요유튜버 강추제품이라서 가격도 저렴해서  또 안맞음 동생주려고 구입했는데  생각보다 잘 만든 앰플이네요,"[('효과', '트러블'), ('효과', '효과')]",1
G,P10,S31,150343,RVD-220317-0207129,가벼운 느낌인데 진정  속보습 채우기 좋은앰플입니다  가벼운데 보습력도 나뿌지않아요,"[('보습력', '보습'), ('효과', '진정')]",2
G,P10,S31,150343,RVD-220317-0207129,특히 진정이  굉장히 잘되서  요즘 붉은끼가 심해서 바르고 있는데  2틀3일 바르니  진정이 바로 되는 느낌이 들었습니다세일도 자주해서 2개씩 사서 쓰고 있습니다,"[('효과', '진정')]",3
G,P10,S31,150343,RVD-220317-0207129,이거 바르고 다른 앰플들을 같이 발라도 잘 섞여서 괜찮은 성분의 궁합으로 만들어진 앰플같아요진정앰플 찾으시면 추천합니당,"[('발림성', '발라'), ('효과', '진정')]",4
G,P10,S31,150343,RVD-220317-0207128,촉촉하게 잘 발려요진정효과를 기대하고 구입했는데 큰 효과는 보지못했어요,"[('발림성', '발려'), ('보습력', '촉촉'), ('효과', '진정'), ('효과', '효과')]",1
G,P10,S31,150343,RVD-220317-0207128,딱히 단점도 장점도 잘 모르겠는 무난템이었어서요새 제품들이 워낙 잘 나오다 보니 재구매는 안할것같아요,[],2
G,P10,S31,139838,RVD-220317-0207126,촉촉한데 가볍다 가볍지만 촉촉하다에센스가 너무 무거우면뒤에 올릴 베이스가 지저분해 질수 있는데이건 엄청 촉촉하게 흡수되서화장도 너무 잘먹고피부도 촉촉해서 좋아요에스트라뭐든 실망탬이 없어,"[('보습력', '흡수'), ('보습력', '촉촉')]",1
G,P10,S31,139838,RVD-220317-0207125,크림시키고 사은품으로 와서 써봤습니다,[],1
G,P10,S31,139838,RVD-220317-0207125,일단 트러블없고 순하고요 딱 에센스제형으로 적당히 묽고 발림성도 좋습니다,"[('발림성', '발림'), ('효과', '트러블')]",2
G,P10,S31,139838,RVD-220317-0207125,로션 상당히 잘 썼는데 에센스도 괜찮은거 같아요,[],3
G,P10,S31,139838,RVD-220317-0207125,마자막에 크림 쓰기 전단계로 굿,[],4
G,P10,S31,150313,RVD-220317-0207123,얼굴에 수분이 부족한 것 같아 구입했는데 수분감 잘 채워주는 것 같고 쫀쫀한 마무리감 좋아요용량도 많은 편이라 꽤 오래 사용할듯모공개선도 된다고 하는데 전 잘 모르겠어요,"[('지속력', '오래'), ('보습력', '수분'), ('효과', '개선')]",1
G,P10,S23,51533,RVD-220317-0207105,향 좋고 촉촉해요,"[('보습력', '촉촉')]",1
G,P10,S23,51533,RVD-220317-0207105,엄청 좋다는 건 못 느끼겠지만 나쁜 점도 없었어요,[],2
G,P10,S23,51533,RVD-220317-0207105,샤워하고 머리 말릴 때 얼굴 건조해지는 게 싫어서 미스트를 간단하게 뿌리고 머리를 말리는데 이전보다 얼굴이 훨씬 덜 건조하네요,[],3
G,P10,S23,51533,RVD-220317-0207105,물 같기만 한 미스트들과는 달라요,[],4
G,P10,S23,134764,RVD-220317-0207103,진정효과 진짜 좋아요,"[('효과', '진정'), ('효과', '효과')]",1
G,P10,S23,134764,RVD-220317-0207103,가끔 얼굴 뒤집어지려고할때나 스크럽을 조금 과하게했다거나 여드름 압출하고 얼굴 울긋불긋해졌을때뿌리고 흡수시키고 세네번만 해주면 싹 가라앉더라구요,"[('보습력', '흡수'), ('효과', '여드름')]",2
G,P10,S23,134764,RVD-220317-0207103,분사력도 좋고 향도 좋아요,"[('향', '향도')]",3
G,P10,S23,134764,RVD-220317-0207102,촉촉하고 완전 좋아요,"[('보습력', '촉촉')]",1
G,P10,S23,134764,RVD-220317-0207102,순합니다,[],2
G,P10,S23,142143,RVD-220317-0207101,승무원 미스트로 유명하죠 ㅎㅎ,[],1
G,P10,S23,142143,RVD-220317-0207101,입자가 크긴하지만 촉촉해요,"[('보습력', '촉촉')]",2
G,P10,S23,142143,RVD-220317-0207100,간편하게 수분챙기기 좋아서 쟁여두고 사용하는 제품이예요,"[('보습력', '수분'), ('기타', '간편'), ('기타', '편하')]",1
G,P10,S23,142143,RVD-220317-0207100,홈쇼핑을 이용하면 저렴하게 그득 살수있어서 좋아요,[],2
G,P10,S23,142143,RVD-220317-0207100,거기다 작은 용량도 얻을 수 있어서 저는 대용량은 욕실과 화장대에 놓고 작은용량은 차안에 두고 사용해요,[],3
G,P10,S23,142143,RVD-220317-0207100,건조한 날엔 흔들어서 오일층과 섞어서 사용하고 여름철엔 가볍게 섞지않고 뿌려주는 것도 좋아요,[],4
G,P10,S23,141411,RVD-220317-0207091,수부지 피부에게 적당한 토너에요저는 평소 닦토로 스킨케어를 시작하는데 당김이나 끈적임 없이 적당히 촉촉함을 유지해줘요,"[('지속력', '유지'), ('보습력', '당김'), ('보습력', '촉촉'), ('끈적임', '끈적')]",1
G,P10,S23,141411,RVD-220317-0207091,물론 이 토너를 바르고 크림은 발라줍니다,"[('발림성', '발라')]",2
G,P10,S23,141411,RVD-220317-0207091,끈적임 있는 토너는 항상 트러블이 올라오게 돼서 절대 쓰지 않는데 이 제품은 거슬릴 만한 끈적임이 아예 없습니다피부에 붉은끼 많으신 분들이 토너유목민 됐을 때 쓰기 딱 좋은ㅎㅎ요새 피부 화장때문에 붉은 트러블이 올라오는데 맨날 이 제품으로 닦토한 결과 붉은끼가 약간 완화되었어요저는 스킨 케어를 사면 포장지를 항상 살펴보곤 하는데 뒤에 아무것도 없어서 당황했었는데요낫씨백이 이유를 그때서야 알았어요ㅎㅎ아무튼 진정토너 찾는 분들이 이 제품 쓰시면 좋을 것 같습니다,"[('끈적임', '끈적'), ('효과', '진정'), ('효과', '트러블')]",3
G,P10,S23,141411,RVD-220317-0207090,제품 제공 받았습니다낫씨백 처음,[],1
G,P10,S23,141411,RVD-220317-0207090,들어 보는데 한글로 낫씨백이라고 패키지에 적혀 있는 점이 신선했고 노랑색의 물 토너같은 느낌이에요색상은 색소가 아니라 영양이 많이 들어가서 노랑색의 토너라고 하더라고요영양이 풍부하게 들어간 거 같아요물 처럼 흐르는 제형이라서 닦토로 사용하기 좋고 얼굴에 흡수도 잘 되는 제품이에요그리고 물론 토너 팩도 가능한 제품이에요바른 뒤 끈적임도 없었고 피부 자극도 전혀 없었어요사용하면서 딱히 안좋은 느낌은 없었는데 그렇다고 사용 후 피부가 엄청 좋아졌다는 느낌도 딱히 안드네요보습감도 적당한 거 같아요무난무난하게 사용하기 좋은 거 같습니다,"[('보습력', '보습'), ('보습력', '흡수'), ('거품력', '풍부'), ('발색력', '색상'), ('끈적임', '끈적'), ('효과', '영양'), ('효과', '자극')]",2
G,P10,S23,141411,RVD-220317-0207089,이벤트 당첨돼서 사용해봤는데용  우선 전 흡토로 사용했어요 ㅎㅎ,[],1
G,P10,S23,141411,RVD-220317-0207089,알로에성분이 있는데도 불구하고 전혀 끈적이지않고산뜻하게 마무리돼서 너무 만족했어요,"[('끈적임', '끈적'), ('끈적임', '산뜻')]",2
G,P10,S23,141411,RVD-220317-0207089,그렇다고절대 건조하거나 그러지 않았어요,[],3
G,P10,S23,141411,RVD-220317-0207089,피부가 예민한 편인데 따갑지도 않고 순했어요,[],4
G,P10,S23,141411,RVD-220317-0207089,알로에라 피부 진정에 좋은 거 같아요,"[('효과', '진정')]",5
G,P10,S23,141411,RVD-220317-0207089,같이 주신 종이가 있는데 되게 많은 종류가 있어서 홈페이지 들어가보셔서 미백 진정 등등 자신에게 필요한 토너로 고르시면 더 좋을 거 같아용 ㅎㅎ 계속 잘 사용 할 거 같아요,"[('효과', '미백'), ('효과', '진정')]",6
G,P10,S23,141411,RVD-220317-0207089,전 다 쓰면 다른 라인으로 구매해보랴구여 ㅎㅎ,[],7
G,P10,S23,141411,RVD-220317-0207088,체험단 이벤트에 당첨되어서 사용해보게 되었어요,[],1
G,P10,S23,141411,RVD-220317-0207088,사용감은 정말 무난무난의 극치인 토너인 거 같아요,[],2
G,P10,S23,141411,RVD-220317-0207088,지나치게 촉촉해서 끈쩍거린다던가 반대로 건조하다던가 그렇지도 않고 정말 딱 중간인 토너예요,"[('보습력', '촉촉'), ('끈적임', '끈쩍')]",3
G,P10,S23,141411,RVD-220317-0207088,딱 기본만 하는 토너 진정효과는 그다지 잘 모르겠어요,"[('효과', '진정'), ('효과', '효과')]",4
G,P10,S23,141411,RVD-220317-0207088,베이직한 토너 찾으시는 분들께 추천드려요,[],5
G,P10,S23,141411,RVD-220317-0207087,샘플링 당첨으로 써봤어요,[],1
G,P10,S23,141411,RVD-220317-0207087,알로에 성분이 잘 맞는 편은 아닌지 아쉽게도 어떤 효과없이 무난했어요,"[('효과', '효과')]",2
G,P10,S23,141411,RVD-220317-0207087,유분기 없이 가볍고 산뜻해서 닦토용으로 쓰기 좋았고요 따로 용기에 옮겨 미스트로 활용해도 좋을 것 같아요,"[('보습력', '유분'), ('끈적임', '산뜻')]",3
G,P10,S23,141411,RVD-220317-0207087,향도 거의 없고 단일 성분에 제품 자체가 깔끔한 느낌이라 괜찮네요,"[('향', '향도'), ('기타', '깔끔')]",4
G,P10,S23,141411,RVD-220317-0207086,뭔가 닦토로 쓰기 아까운 기분이 들어서 찹찹 두드려서 흡수시켜주거나 토너팩으로 사용했어요,"[('보습력', '흡수')]",1
G,P10,S23,141411,RVD-220317-0207086,알로에 특유의 진정효과가 확실한 제품이네요,"[('효과', '진정'), ('효과', '효과')]",2
G,P10,S23,141411,RVD-220317-0207086,홍조가 있는 편인데 두들겨서 흡수시켜주거나 토너팩을 해주면 즉각적으로 피부진정 효과와 홍조가 완화되는 느낌을 받았어요,"[('보습력', '흡수'), ('효과', '진정'), ('효과', '효과')]",3
G,P10,S23,141411,RVD-220317-0207086,단일성분이라 심플하고 자극없이 피부결관리가 가능해서 만족합니다,"[('효과', '자극')]",4
G,P10,S23,141411,RVD-220317-0207086,패키지도 심플하고 용량 눈금이 있어 얼마나 사용하고 있는지 알 수 있는 점도 깨알 친절하네요 ㅋㅋㅋ,[],5
G,P10,S23,141411,RVD-220317-0207086,같이 온 팜플렛을 보니까 낫씨백에 다양한 종류의 토너 제품이 있었는데 원하는 효과와 피부고민에 따라 선택할 수 있어서 좋아보였어요,"[('효과', '효과')]",6
G,P10,S23,141411,RVD-220317-0207085,샘플링 이벤트당첨돼서 써봄 정말물같음,[],1
G,P10,S23,141411,RVD-220317-0207085,왜 별효과없다고했는지 알겠다아무런 향도없음,"[('효과', '효과'), ('향', '향도')]",2
G,P10,S23,141411,RVD-220317-0207085,색은 살짝 노란빛임물같은데 묘하게 진정효과 있는것같기도지성피부가 몸드름에 바르면 좋을듯 진정효과있었음그냥 물스킨으로 쓰면 무난할듯 진정효과는 좀 더써봐야 확실히 알것같다,"[('효과', '진정'), ('효과', '효과')]",3
G,P10,S23,141411,RVD-220317-0207085,진정효과 유무에 따라 이값을 주고 이제품을 살지말지가 결정될거라고 생각함,"[('효과', '진정'), ('효과', '효과')]",4
G,P10,S23,141411,RVD-220317-0207085,무난한 물토너는 정말 많기때문에,[],5
G,P10,S23,141411,RVD-220317-0207084,좋아요,[],1
G,P10,S23,141411,RVD-220317-0207084,되게 물 같은 제형이고 흡수도 빠르고 약간 쫀쫀하게 잡아주면서 진정되는 느낌이에요,"[('보습력', '흡수'), ('효과', '진정')]",2
G,P10,S23,141411,RVD-220317-0207083,샘플링이벤트로 알고 있었는데 통크게 본품이 왔어요,[],1
G,P10,S23,141411,RVD-220317-0207083,덕분에 닥토도 하고 찹찹도 하고 화장솜에 듬뿍 적셔 토너팩도 하고 바디로션 대신 몸에도 발라 보았습니다,"[('발림성', '발라')]",2
G,P10,S23,141411,RVD-220317-0207083,단일성분이란 걸 처음,[],3
G,P10,S23,141411,RVD-220317-0207083,써봤는데 호불호가 있을 듯해요,[],4
G,P10,S23,141411,RVD-220317-0207083,얼굴 매끄럽게 해주고 즉각적인 보습을 느끼게 하려면 그런 성분들이 들어가야 하는건데 그런 기능적인 면에서는 단일성분이기에 초큼은 부족한 느낌이 들었어요,"[('보습력', '보습')]",5
G,P10,S23,141411,RVD-220317-0207083,하지만 피부에 부담이 없고 진정과 보습에 집중한 제품이니 온몸에 수시로 필요할때마다 바르고 뿌려줄 수 있어서 아주 유용한 듯 합니다,"[('보습력', '보습'), ('효과', '진정')]",6
G,P10,S23,141411,RVD-220317-0207082,진정이 필요한 부분에 팩으로 사용해주고 있는데 촉촉하고 가벼워서 아침저녁으로 사용해주기도 좋고 향도 거의 무향이라서 좋아요,"[('보습력', '촉촉'), ('효과', '진정'), ('향', '향이'), ('향', '향도'), ('향', '무향')]",1
G,P10,S23,141411,RVD-220317-0207082,색이 비타민색이라서 정말 피부에 비타민이 가득하게 만들어줄거 같이 생겼어요,[],2
G,P10,S23,141411,RVD-220317-0207082,아직 얼마 안써봐서 트러블에 정말 효과가 있는지는 잘 모르겠지만 진정에는 효과가 있는 것 같아요,"[('효과', '진정'), ('효과', '트러블'), ('효과', '효과')]",3
G,P10,S23,152954,RVD-220317-0207081,비타씨라서 자극적일거라고 생각해서 바로 쓰기보다 스킨이나 앰플 하나 바르고 썼었는데 그냥 맨피부에 바로 써도 괜찮음,"[('효과', '자극')]",1
G,P10,S23,152954,RVD-220317-0207081,자극없었음팩처럼 쓰는 거라 그런가 몇주만 써도 금방 효과 났음여드름자국같이 진짜 흉터는 안없어 지는데 홍조인지 뭔지 모를 얼굴 부분이 붉어진건 없어졌음비타민이 진짜 효과가 있다,"[('효과', '자극'), ('효과', '여드름'), ('효과', '효과')]",2
G,P10,S23,150318,RVD-220317-0207071,주변에서 많이 사용하고 있길래 사용해 보았는데 정말 자극이 없어서 좋았습니다,"[('효과', '자극')]",1
G,P10,S23,150318,RVD-220317-0207071,크기도 너무 작지 않고 딱 적당해서 좋았고 각질제거와 수분충전도 너무 만족스러웠습다,"[('보습력', '수분'), ('효과', '각질')]",2
G,P10,S23,152599,RVD-220317-0207069,무난하게 쓰기 좋아요토너 함량이 타 제품에 비해 많은 편이고 보습력도 준수한 편입니다,"[('보습력', '보습')]",1
G,P10,S23,147863,RVD-220317-0207061,샘플링으로 받아서 사용한 제품입니다유명세는 알고있었는데 원래 쓰던 제품이 많이 쌓여있어 살 생각을 안하고 있었는데 샘플링으로 받게되어서 써보았습니다,[],1
G,P10,S23,147863,RVD-220317-0207061,먼저 다른 토너들과는 다르게 점성이 느껴집니다,[],2
G,P10,S23,147863,RVD-220317-0207061,점성이 있어 닦토보다는 그냥 챱챱 두들겨주는게 좋아요,[],3
G,P10,S23,147863,RVD-220317-0207061,그리고  바르고 나면 쫀쫀한 느낌이 거의 크림을 바른 느낌처럼 들어요,[],4
G,P10,S23,147863,RVD-220317-0207061,엄청난 건성인데도 얘 하나만 발라도 피부당김이 느껴지지 않을만큼 수분감도 많이 느껴집니다,"[('발림성', '발라'), ('보습력', '당김'), ('보습력', '수분')]",5
G,P10,S23,147863,RVD-220317-0207061,또 딱 화장하기 전에 기초로 얘를 쌓아주면 화장도 진짜 너무 잘먹고 피부표현도 예쁘게 되서 엄청 애용하는 제품이 되어버렸어요,"[('커버력', '표현'), ('발색력', '표현')]",6
G,P10,S23,147863,RVD-220317-0207061,이번에 샘플링 다 쓰면 재구매의도 아주 빵빵한 제품입니다제품 용기도 칭찬해주고싶어요,[],7
G,P10,S23,147863,RVD-220317-0207061,첨에는 뚜껑인줄알고 아예 열어서 사용했는데 나중에 보니 그냥 살짝만 돌리면 쏠랑 나오는 제품이더라고요 ㅋㅋㅋㅋ 다들 저처럼 무식하게 열어버리지말고 사용해주세요 ㅜㅜ,[],8
G,P10,S23,147863,RVD-220317-0207061,첨에는 뚜껑이 왜이래 이랬지만 용도를 깨달으니 너무 좋은거있죠 ㅋ큐결론적으로 건성이면 한번 사서 사용해볼만하다,[],9
G,P10,S23,147863,RVD-220317-0207060,묽은편인데 한번에 확 흡수가 되진않아요,"[('보습력', '흡수')]",1
G,P10,S23,147863,RVD-220317-0207060,그래도 여러겹 바르면 촉촉한 편이고 용기가 너무 편리하네요,"[('보습력', '촉촉'), ('기타', '편리')]",2
G,P10,S23,137691,RVD-220317-0207058,유투버 추천으로 사서 쓰기 시작했는데 패드가 도톰하고 에센스가 많이 있어서 한 장으로 얼굴 전체랑 목까지 써도 넉넉해요,[],1
G,P10,S23,137691,RVD-220317-0207058,반으로 갈라서 팩 해도 돼요,[],2
G,P10,S23,137691,RVD-220317-0207057,이게 왜 상위권에 있는지 알겠다패드가 도톰한데 자극이 하나도 없는 패드라니 내가 써본 패드 중에 제일 부드러웠다,"[('효과', '자극')]",1
G,P10,S23,137691,RVD-220317-0207057,나이가 들면서 피부가 예민해졌는지 매일 토너 묻힌 솜 패드를 사용하면 얼굴에 자극을 받아 붉어졌었는데 이 당근패드는 매일 써도 그런게 하나도 없었다,"[('효과', '자극')]",2
G,P10,S23,137691,RVD-220317-0207057,단지 좀 아쉬운건 두꺼워서 그런지 패드를 집을 때 온전히 한장이 딸려오지 않고 꼭 반이 벌어져서 딸려온다 ㅋㅋ,[],3
G,P10,S23,137691,RVD-220317-0207057,그래서 깨끗하게 쓸 수 없어그래도 반으로 갈라서 얼굴에 척척 올려붙이면 얼굴도 시원하고 진정도 되고 특히 피부에 닿는 느낌이 좋아서 계속 재구매 할 듯 하다,"[('거품력', '깨끗'), ('효과', '시원'), ('효과', '진정')]",4
G,P10,S23,153805,RVD-220317-0207054,일단 패드가 굉장히 두툼하고 부드러워요,[],1
G,P10,S23,153805,RVD-220317-0207054,그래서 닦토로 토너패드 자주 쓰는 저한테 정말 자극도 없고 좋았어요,"[('효과', '자극')]",2
G,P10,S23,153805,RVD-220317-0207054,가끔 너무 따가운 패드도 있는데 웰라쥬 토너 패드는 촉촉하고 좋아요,"[('보습력', '촉촉')]",3
G,P10,S23,153805,RVD-220317-0207054,메이크업도 더 촵 붙는 느낌이 들고 메이크업 클렌징 후에 마지막 세안용으로 쓰기도 좋아요,"[('거품력', '세안')]",4
G,P10,S02,99458,RVD-220317-0207049,정말 윤광이 미쳐요 촉촉한게 아침까지 이어져요,"[('보습력', '촉촉'), ('효과', '광이')]",1
G,P10,S02,99458,RVD-220317-0207049,향은 좀 쎈거같은데 계속 맡으면 익숙해져요,"[('향', '향은')]",2
G,P10,S02,99458,RVD-220317-0207049,광때문에 베이스를 깔면 너무 예쁜광이나요,"[('효과', '광이')]",3
G,P10,S02,97891,RVD-220317-0207045,펌핑형 바디로션을 끝까지 사용하기 힘들다보니 여기저기 알아보다가 구매하게 됐어요오일이 들어가서 그런지 정말 촉촉하고 보습이 잘 돼서 항상 초가을겨울에 구매하여 사용할꺼 같아요ㅎㅎ,"[('보습력', '보습'), ('보습력', '촉촉')]",1
G,P10,S02,115761,RVD-220317-0207043,수부지이고 겨울에 얼굴 당길때 조금씩 발라주고 있어요무난하고 딱히 트러블도 없지만시간이 갈수록 기름이 너무 올라와서ㅠㅠ지금처럼 일부 부위에만 조금 바르고 얼굴 전체에는 사용할 수 없을 것 같아요,"[('발림성', '발라'), ('효과', '트러블')]",1
G,P09,S22,93237,RVD-220317-0207035,얼굴 진정시킬때 너무 잘 사용중이에요,"[('효과', '진정')]",1
G,P09,S22,93237,RVD-220317-0207035,얼굴에 시트팩 아무것도 안묻혀진거 올리고 알로에 얹으면 엄청 시원하고 쿨링효과에 짱이에요,"[('효과', '쿨링'), ('효과', '시원'), ('효과', '효과')]",2
G,P09,S22,120271,RVD-220317-0207021,향도 무난하고 무겁지않고 순한 느낌이여서 좋아요대체로 일리윤 제품은 트러블없이 다 사용하고잇어요,"[('효과', '트러블'), ('향', '향도')]",1
G,P09,S22,7582,RVD-220317-0207020,여름에 차갑게해서 사용하기 좋아요촉촉하고 수분공급이 빠른느낌,"[('보습력', '수분'), ('보습력', '촉촉')]",1
G,P09,S22,146323,RVD-220317-0207018,알로에젤 중에 제일 만족하는 제품이어서 아로마티카 알로에 젤만 계속 재구매하고 있어요너무 묽지도 않고 쿨링감도 좋고 좋아요펌핑식이라서 사용하기도 편해요얼굴 몸 여기저기 다 유용하게 잘 쓸 수 있어요,"[('효과', '쿨링'), ('기타', '편해')]",1
G,P09,S22,146323,RVD-220317-0207017,완전 무난템가벼운 화상에 듬뿍 바르기도 좋고여름에 바디로션 대신 가볍게 바르기도 좋다피부에 원인 모를 두드러기가 자주 생겨서 간지러울때 냉장고에 넣어놓은 알로에젤 바르면 간지러움이 많이 사라져서 그것도 좋음진짜 만능으로 사용 가능성분도 나쁘지않고 평생 쓸 듯냉장고에 넣어놓고 쓰면 더 좋음,"[('발림성', '바르기')]",1
G,P09,S22,51477,RVD-220317-0207006,소개 향  인공적인 화장품향 색  불투명한 주황색연한 분홍색 제형  선크림장점 봄가을에 사용하기 좋음,[],1
G,P09,S22,51477,RVD-220317-0207006,민감성 피부에 자극적이지 않음단점 매우 심하게 밀림 평소에 선크림과 파데를 섞어서 바르는 편인데 파데도 같이 밀려서 화장을 처음부터 다시 해야됨,"[('효과', '밀림'), ('효과', '자극'), ('효과', '민감')]",2
G,P09,S22,147122,RVD-220317-0207003,파데프리 라서 좋긴한데 쓰고 나니깐 트러블이 올라와서  잘 안쓰게 되내요 ? ? 그점만 빼면 그냥 저냥 그래요 ㅎ,"[('효과', '트러블')]",1
G,P09,S22,147122,RVD-220317-0207002,마스크 인생되고나서 파데프리하는중이예요,[],1
G,P09,S22,147122,RVD-220317-0207002,미백안되는 썬크림을 사용하니 초췌해보였는데 이 제품은 마스크에 묻어나는것도 적고 자연스럽게 피부 표현하기 딱 좋은것 같아요,"[('커버력', '표현'), ('발색력', '표현'), ('효과', '미백')]",2
G,P09,S22,147122,RVD-220317-0207002,끈적임 없이 촉촉하고 피부에 얇게 밀착되서 답답한 감이 없어요,"[('지속력', '밀착'), ('보습력', '촉촉'), ('커버력', '밀착'), ('끈적임', '끈적')]",3
G,P09,S22,147122,RVD-220317-0207002,붉은기도 적당히 잘 잡아주고 번들거림 없이 마무리 할수있어요,"[('효과', '번들')]",4
G,P09,S22,147122,RVD-220317-0207002,접근성 좋은 올리브영에 팔아서 더 맘에 들어요,[],5
G,P09,S22,147122,RVD-220317-0207001,사이즈도 적당해서 들고다니기 좋을거같고 냄새는 제스타일이아닌데 제형은 피부에 스며드는 느낌이고 촉촉해요,"[('보습력', '스며'), ('보습력', '촉촉'), ('향', '냄새')]",1
G,P09,S22,147122,RVD-220317-0207001,마스크 써서 간단하게 화장하거나 중요한 일 아니면 화장 안 하는 저한테는 너무 좋은 거 같아요,[],2
G,P09,S22,12236,RVD-220317-0206993,유분도 없고 선크림을 바르니 담백하고좋아요자외선 차단도 되고 얼굴에 바르니 뽀송뽀송한게 좋아요,"[('보습력', '유분'), ('끈적임', '뽀송'), ('자외선', '자외선'), ('자외선', '차단')]",1
G,P09,S22,22784,RVD-220317-0206992,피부 타입 ?속건조?및 거의 복합성?장점1?밀찰력?GOOD  묻어남 및 밀림 X우선 발랐을 때 금방 밀착 흡수 됩니다그래서 마스크를 썼을 때 묻어남 전혀 없었고?화장을 할 때에도 전혀 밀림이 없던 점이 좋았어요?,"[('발림성', '발랐'), ('지속력', '밀착'), ('보습력', '흡수'), ('커버력', '밀착'), ('효과', '밀림')]",1
G,P09,S22,22784,RVD-220317-0206992,2 발림성?우선 발림성이 로션처럼 좋아요?,"[('발림성', '발림')]",2
G,P09,S22,22784,RVD-220317-0206992,무기자차?선크림처럼 뻑뻑한 느낌이 전혀 없고 뭉침이나 모공 끼임도 없었어요?,"[('보습력', '뻑뻑')]",3
G,P09,S22,22784,RVD-220317-0206992,3?트러블 X무엇보다 선크림을 볼 때 가장?중요한 것이?스테아릭애씨드?성분의 유무인데요?,"[('효과', '트러블')]",4
G,P09,S22,22784,RVD-220317-0206992,스테아릭애씨드가?,[],5
G,P09,S22,22784,RVD-220317-0206992,있으면 항상 좁쌀여드름이?올라오더라구용ㅠㅠ근데 보통 선크림은 스테아릭애씨드가 들어있어서 선크림 고르기가 정말 힘들었는데다행히 이 제품은?스테아릭애씨드가?,"[('효과', '여드름')]",6
G,P09,S22,22784,RVD-220317-0206992,없어서 저에겐 트러블이 없었습니다??,"[('효과', '트러블')]",7
G,P09,S22,22784,RVD-220317-0206992,4 유분 거의 X 보송한 마무리이 장점이 제가 이 선크림이 좋아하게 된 이유입니다저는 선크림 바르는 것을 싫어하는 이유가 특유의 끈적임이나 답답함,"[('보습력', '유분'), ('끈적임', '끈적'), ('끈적임', '보송')]",8
G,P09,S22,22784,RVD-220317-0206992,혹은 유분?때문이었는데요이 선크림은 타 선크림과 다르게 끈적임 없이 보송하게 마무리되고 유분도 거의 못 느껴서 답답함을 전혀 못 느꼈어요그리고 화장할 때 오히려 더 잘먹는느낌ㅎㅎ??5 양조절 쉬움타 선크림 같은 경우엔? 갑자기 확나오거나 열면 항상 뚜껑에 묻어있어서 은근 짜증났거든용 ㅠㅠ?근데 셀퓨전씨 선크림은 튜브형에 제형이 묽지 않아서 양조절이 매우 용이해요열었을 때 뚜껑에 묻어 있지도 않습니다 ㅎㅎ?,"[('보습력', '유분'), ('끈적임', '끈적'), ('끈적임', '보송')]",9
G,P09,S22,22784,RVD-220317-0206992,단점장점이자 단점이 성분입니다,[],10
G,P09,S22,22784,RVD-220317-0206992,선크림은 스테아릭애씨드만 안 들어있음,[],11
G,P09,S22,22784,RVD-220317-0206992,웬만하면 트러블은 잘 안 나는것 같아서 이상한 성분만 안 들어 있음,"[('효과', '트러블')]",12
G,P09,S22,22784,RVD-220317-0206992,저한텐 괜찮은데요부틸페닐메틸프로피오날 등 알레르기 유발 성분들이 있어서 안심하고 쓰긴 힘들긴 합니당 ㅠㅠ?Tip보송하게 마무리되다보니 충분한 기초를 안 하거나 각질 제거가 안되어있으면 각질 부각이 있을 수 있을거 같아용그러니 각질제거랑 기초제품으로 유수분밸런스를 잘 맞춘 후 사용하시는 것이 좋을 것 같습니다,"[('보습력', '수분'), ('끈적임', '보송'), ('효과', '각질')]",13
G,P09,S22,22784,RVD-220317-0206991,피부타입 화농성민감성수부지제가 이 제품 현재까지 한 5통쓰고 있는데 너무 좋아용패키지 무겁지 않고 가벼워서 가방 속에 넣고 다니기 편해요제품 제품 자체는 아주 마음에 들어요,"[('효과', '민감'), ('기타', '편해')]",1
G,P09,S22,22784,RVD-220317-0206991,개인적으로 구매 한 적도 있고 가격만 좀 저렴하면 자주 애용할듯 합니다세정력 그냥 클렌징 오일로 지우고 폼클렌징 으로 간단히 마무리해도 아주 잘 지워져서 편해요향  무향  딱히 향이 나지 않아요제형 끈적이지 않고 묽고 부드러운 제형입니당성분  제가 피부가 예민하다 보니 제품을 살 때 성분을 확인하고 구매하는 편인데 제 피부에는 괜찮은 성분들이여서 안전하게 사용 가능했습니다트러블 피부가 괜찮은 날에는 사용하면 부드럽게 쓰윽 발라져서 아주 좋아용밀봉  사진 처럼 이물질이  안 들어가게 잘 밀봉이라고 해야하나요,"[('발림성', '발라'), ('발림성', '부드럽'), ('거품력', '폼'), ('거품력', '세정'), ('거품력', '지워'), ('끈적임', '끈적'), ('효과', '트러블'), ('향', '향이'), ('향', '무향'), ('기타', '편해')]",2
