SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
N,P05,S04,22906796429,0,괜찮아요,배송도,색이,감사합니다,색상,6.9,4.45,4.04,3.41,3.12
N,P05,S04,22906796429,1,버시컬러 단종돼서 대체품으로 구매했는데 버시컬러보다는 촉촉함이 아쉽지만 그래두 맘에 드는 제품입니다,마음에 들어요좋은 가격에 잘 구매했습니다너무 마음에 들어요,사용전이에요,색이 이쁘고 좋아요,제가 원하던 색이랑 같아요,,,,,
N,P05,S04,21635877115,0,입술,예뻐요,색상,색이,발색,20.39,19.1,18.21,15.68,14.17
N,P05,S04,21635877115,1,색이 너무 예쁘고 따로 립밤을 바르지 않아도 될 만큼 촉촉해서 너무 좋아요,물론 밥먹으면 지워짐 플럼핑 효과도 뛰어나진 않지만 있긴 있는 느낌 색은 좀 어둡게 올라오는 편,딱 원하던 mlbb컬러 브라운이 섞여 채도가 적당하고 맨얼굴에 바르면 적당히 생기 있어짐 자연스러운 컬러에요,그만큼 지속력은 짧지만 컬러가 너무 예뻐서 그 정도는 감수할 수 있어요,완전 하루만에 칼배송왔고 진짜 악성 건조 타입의 각질빌런 입술인데 촉촉하고 너무 좋네요,,,,,
N,P04,S43,21536439603,0,피지,블랙헤드,자극,코팩,효과,16.65,14.34,13.74,12.82,11.21
N,P04,S43,21536439603,1,최곤데요,차앤박코팩 없이는 블랙헤드 관리가 힘들어서 단종되지 않고 오래오래 구매할수있길 바라요,어느 코팩보다도 확실하게 제거되서 좋아요,원래 쓰던거라 믿고 씁니다,저는 면봉으로 안긁고 손톱으로 끍는데 코가 아주아주 말끔해지네용,,,,,
N,P12,S03,28789857554,0,향이,향수,향도,헤어,리브르,28.11,13.73,10.13,8.81,7.66
N,P12,S03,28789857554,1,첫 향이  좀 강해서 처음에는 부담스러웠는데점점 은은해지네요머리 감았는데두 오향이 남아 있어요,선물로 줬는데 너무 마음에 들어해서 기분이 좋았습니다,강하진 않은데 달달하고 은은한 잔 향이 제법 오래 갑니다,친구생일선물로 줬어요,상품 품질이 좋습니다,,,,,
N,P10,S44,21098750423,0,트러블,효과,여드름,티트리,향이,18.71,17.26,11.39,10.64,5.56
N,P10,S44,21098750423,1,진정효과가 있는 것 같아요,몇 통 째 비우는 저의 인생템 트러블에 진짜 최고 행사할 때 싸게 잘 샀어요,진정되는 느낌이 듭니다,효과 좋아서 아마 3통째인거 같아요,너무잘쓰고있어요,,,,,
N,P04,S09,80584455438,0,재구매,피부가,촉촉,있어요,효과,16.07,7.74,5.07,4.28,3.13
N,P04,S09,80584455438,1,조아요,계속 재구매해서쓰고있어요,재구매좋아요,지인이 너무좋다고해서 써봤는데진짜 여때까지 써본 팩중에 짱이네요그래서 꾸준히 써볼려구 주문했네요,보습 미백에 특히 좋네요,,,,,
N,P04,S43,14091660676,0,순하고,순해서,만족합니다,좋습니다,감사합니다,5.32,3.88,3.4,2.7,2.67
N,P04,S43,14091660676,1,용량도 크고 촉촉하고 깔끔하게 사용하기에 딱 좋아요,순하고 넘좋네요소분해서 닥토도하고 그냥 스킨으로도 써요,자극도 없고 저렴 하게 구매 해서 좋아요,촉촉하고 순해서 좋아요,기성비좋고 트러블이런거 없습니다,,,,,
N,P07,S41,25535032523,0,노세범,이니스프리,저렴하게,앞머리,기름,27.19,11.51,11.35,10.53,10.24
N,P07,S41,25535032523,1,리뉴얼 전보다 훨씬 입자도 곱고 유분도 잘 잡혀요저렴해서 샀는데 생각보다 너무 만족입니다,항상 잘 쓰고 있어요,몇년쨰 잘쓰고 있어요,근데  네고왕 이벤트를 바로 하길래 좀 비싸게 주고샀어요,노세범은 뭐 늘 좋고 배송도 빨리 왔고 싸게 잘 샀어요,,,,,
N,P12,S16,24226199523,0,효과,탈모,거품,재구매,좋습니다,11.88,7.15,4.4,4.19,3.81
N,P12,S16,24226199523,1,할 때마다 더 좋아지고요 탈모 금방 좋아집니다,문갑식 가짜뉴스 보고 구매 합니다,벌써 두번째 구매입니다,벌써 두번째 구매입니다가격은 비싼데 저는 혼자 쓰니까 괜찬은거같아요머리카락 정말 덜빠지는거같아요,잘 쓰고 있어요,,,,,
N,P07,S14,13829753512,0,모공,바닐라코,저렴하게,좋습니다,만족,9.48,8.47,5.28,5.16,5.16
N,P07,S14,13829753512,1,화장이 오래 지속되는거같아요,만족합니다,그래도 저렴하게 잘 구매했어요,감사합니다,가격도 저렴하고 재구매 할거에요,,,,,
N,P06,S08,22356421560,0,솔이,얇아서,속눈썹,지베르니,재구매,5.93,5.58,4.34,3.22,3.03
N,P06,S08,22356421560,1,잘받았어요,원래쓰던건데 싸게 잘샀네요,깔끔하게 발리고 떨어지는것도없어요,번짐도 없고 항상 출근길에 좀 걷다보면 눈가에 묻어서  매번 확인하는데 오늘은 없네요좋아요,이지워셔블 최고,,,,,
N,P08,S47,83346336170,0,향이,배송도,바이레도,친절하게,있어서,2.73,2.55,1.73,1.71,1.37
N,P08,S47,83346336170,1,연휴가 끼어있어 배송은 3주정도 걸렸구요라튤립 색이 노랗네요기존에 가지고 있던 라튤립과 비교해 봐도확실히 노래요 왜 그런 건지배송받고 하루지나서 세가지를 시향해 봤는데기분탓인지 향도 묘하게 다른것 같고참고로 바이레도 셀렉션을 꾸준히 사용해 옴그냥 사용할거긴 한데요,9일 정도 걸렸어요,뚜껑 없는거 아쉽고 유리라 아쉽네요,쓰던향이라 좋아서 선물용으로 구매했습니다,비누향  샴푸향처럼 은은하고 자연스러워서 좋아요,,,,,
N,P07,S14,26336320525,0,저렴하게,바르고,만족,있어요,써보고,3.64,2.63,2.57,2.45,2.42
N,P07,S14,26336320525,1,예전에 쓰던건데 너무 좋아서 다시 샀어요,아침에 발랐는데 모공이 완벽하게 가려지고 광이 나는 건 아니고 지속력도 그냥 그래요,화장 전에 이거바르고하면 더 밀착되고 촉촉하고 피부에 광채가 나요,일단써보려구요,화장이 확실히 잘 밀착되고 오래 유지됨,,,,,
N,P06,S08,15836763357,0,속눈썹,효과,눈에,양말,눈이,9.11,8.07,4.38,3.53,3.42
N,P06,S08,15836763357,1,바르기는 편한데 다음날 눈이 많이 붓네요,열심히 잘 바르고 있어요바르기도 쉽고 눈시림도 없네요,아직 사용전이지만 사장님 정성에 감동이네요손글씨에 친절한 상담에 제품도 좋을것같아요,한달이 좀 지났는데 같이 다니는 직장 동료가 바로 알아봐주더라구요,일단 용기가 듀얼이라 괜찮고 눈시림도 없고 향은 향긋한 편이네요첫 사용감은 만족해요,,,,,
N,P07,S01,19375425056,0,비비,커버,바르고,트러블,좋습니다,7.07,6.91,6.44,5.13,3.82
N,P07,S01,19375425056,1,피부가 예민하다 아무거나 쓰면 트러블 난다 이런분들 아묻따 이거쓰세요,일단 뜨지않고 부드럽게 발리구여 사실 전 용량이 적어서 맘에들어요,5년째 이거만 씁니다,다크닝은 좀 있어요구리도 피부 편하고 만족스럽네요,그만큼 밀착력과 커버력은 좋은 편인데 피부가 좋아보이거나 하진 않아요,,,,,
N,P07,S01,83106058955,0,커버력이,생각보다,발림성,있어요,큰용량으로,2.8,2.74,2.47,1.97,1.5
N,P07,S01,83106058955,1,산지 꽤 됐는데 이제야 사용했어요리뷰가 좋아 샀는데가격대비  다른 제품과 큰 차이는 없는 듯 해요,작은거 써보고 큰거 쓰려고 먼저 구매해봤어요,색상도 피부톤과 잘 맞고 시간지나도 좋았어요,라이트 구매 했는데 생각보다 어두운거 같아요,잘 모르겠네요,,,,,
N,P07,S01,13165246468,0,비비,배송도,커버,써보고,있어요,4.97,4.28,4.04,3.92,2.75
N,P07,S01,13165246468,1,조아요,젛아요,다크닝현상은 더 경험해봐야할것 같아요재생 비비인만큼 믿고 쓰니 그건 좋네요,비비크림은 색상때문에 못썼는데 이제품은 하얀피부가 써도 안어두워요커버도 없지 않아요,배송도 빨랐어요,,,,,
N,P07,S01,12916344408,0,커버,피토레스코,촉촉하고,재구매,만족,6.4,5.7,5.51,5.19,5.13
N,P07,S01,12916344408,1,주위분들이 많이써서 기대하면서 반신반의했는데 괜찮아요,여러쿠션을 써봐도 저한텐 이쿠션이 최고네요여기서는 처음,너무너무 좋아요,트러블 없는 피부구요,이것만 진짜 10통 가까이쓴듯 밀착력 최고고 들뜸없어요,,,,,
N,P10,S29,26271018522,0,아이크림,있어요,발림성,촉촉하고,가성비,3.78,2.46,2.19,2.11,1.99
N,P10,S29,26271018522,1,눈이랑 팔자주름에 바르면 좋습니다,휴대하려고 작은용량으로 구매해봤는데 앙증맞네요,좋아요,사이즈가 작아서 들고다니기도 편하고 좋아요,근데 용량을 잘못보고 주문했네요,,,,,
N,P05,S07,31130814623,0,예뻐요,생각보다,색이,색상,발색,3.32,3.01,2.28,2.25,2.08
N,P05,S07,31130814623,1,가격도 저렴하고 배송도 빨랐어요,조아요,생각보다 착색은 별로 없어요,이번에 나온 신상 거의 다 시켰는데 사은품 저렇게 두둑하게 주셨네요 ㅠㅠ,배송이빨랐어요,,,,,
N,P12,S32,17501982616,0,머릿결,향도,재구매,있어요,아니지만,9.07,8.26,7.78,6.72,6.65
N,P12,S32,17501982616,1,향도 좋고  부드러워져  재구매했어요추천합니다,더 사용해봐야알겠지만 상한머리 복구되길 바래요,머릿결이 많이 상해서 구매해봤어요,머리숫많이없는사람들 강추 뿌리살아있어요,아직 못 써봤어요,,,,,
N,P07,S01,83354578869,0,바르고,자연스럽,발림성,커버,어두,1.48,1.19,0.84,0.67,0.54
N,P07,S01,83354578869,1,번들거리지도 않고 다크닝도 없었고 다만 위에 선크림 바르니 원래 커버력보다는 약해지더라구요,붉은스팟  홍조가 자연스럽게 커버되고 자연스럽게 톤업 됩니다,마스크파데 너무 찝찝했는데 얘는 발색도 자연스럽고 훨 좋아요,확실히 블레미쉬밤이다보니 커버역은 아쉽지만 떡지는건 없는거같네요,좋아요,,,,,
N,P07,S01,12804585983,0,비비,커버,이지함,발림성,있어요,6.8,5.29,5.0,3.43,3.19
N,P07,S01,12804585983,1,너무 만족합니다,부드럽고 얇게 발리고 커버도 잘됨 굿굿,사용했는데 너무 만족합니다,최애 인생템입니다민감성 지성 피부에도 트러블 없이 정말 잘 사용하고 있습니다구이지함 선블록 현재 단종과 함께최애 상품입니다제발 절대 단종시키지 마시고 이대로 천년동안 유지해주세요화장품 하나씩 단종 될 때마다정말 슬프고 어렵습니다,몇년째인지모르겠네요,,,,,
N,P07,S01,26409331522,0,앰플,자연스럽게,가볍게,비비,촉촉하고,4.16,3.56,2.92,2.81,2.66
N,P07,S01,26409331522,1,촉촉할거란 기대와는 달리  피부에서  곱게    펴발라지는게없네요,캡슐이라 특이해서 사봤는데 제 피부랑 안 맞아서 다른거랑 섞어서 바르고 있어요,바른뒤 좀 기다려야 됨자극적이지는 않고 촉촉해요,커버도 안되요,톤도 너무 예뻐요트러블도 안나고 잘맞네요,,,,,
N,P07,S01,28401379561,0,커버,발림성,마스크에,비비,촉촉하고,2.98,2.6,2.25,1.76,1.75
N,P07,S01,28401379561,1,촉촉하게 잘발려요,다른분들처럼 발림성은 갑이네요손에 짜보고 색만봤을때는 어둡다 생각했는데 막상 바르니 어둡지않아요단지 처음,썬크림 대신으로 비비크림을 선택했는데 발림성이 좋으네요,마스크에 묻지않는대서 구매해봄,밀착력도 좋고 편하게 바르기 좋아요,,,,,
N,P07,S01,82250066492,0,있어요,저렴하게,바닐라코,자연스럽게,촉촉하고,3.8,2.11,1.88,1.82,1.61
N,P07,S01,82250066492,1,젛아요,재구매 하겠습니다,몇년째 쓰고있어요,거의 10년째 이것만쓰고있습니다,항상 쓰던거에요,,,,,
N,P07,S33,28825539587,0,커버,애교살,펜슬,잡티,눈썹,33.39,23.47,12.78,12.1,10.65
N,P07,S33,28825539587,1,피부가 하얀편이라서 1호로 주문했는데 아주 잘맞습니다 가리고싶은부분만 얇게 커버가 가능해서 너무좋네요,컬러듈다 요긴하게쓸듯해요,우왓 티가 진짜 안나요,진짜 부드럽게 잘 써져요,쓸땐 단단해서 조금 아팠지만 곧 부드러워져서 괜찮았어요,,,,,
N,P10,S29,25486379522,0,촉촉,있어요,저렴하게,가격,가성비,13.01,11.77,9.86,9.69,9.53
N,P10,S29,25486379522,1,가격이 저렴해서 아주 듬뿍 바르고 있네요촉촉하고 좋네요,가격대비 품질이 좋아요,보라색보다 좀 덜 촉촉한것 같아요,잘 받았습니다,흡수도 잘되고,,,,,
N,P08,S13,14886751850,0,발이,효과,바르고,각질,촉촉,48.8,26.61,24.8,19.83,19.8
N,P08,S13,14886751850,1,날씨가 추워지니까 발뒷꿈치가건조해져서 구입해봤어요,항상 쓰는제품이에요,양말 신기전에 뒷꿈치에 바르고 양말신으면 효과보실거예요,크게 미끌거리지도않고 자기전에 딱 바르고 수면양말 신고 자면 그다음날 발이 너무 매끈해요,꾸준히 발라보라로 신신당부했는데 발라보시더니 좋다하시네요,,,,,
N,P07,S01,15402508728,0,저렴하게,만족합니다,감사합니다,미샤,비비,4.8,4.28,4.18,3.09,3.03
N,P07,S01,15402508728,1,성분이 안좋으면 얼굴에 트러블이 생기는데 이건 트러블이 안나서 계속 쓰고 있어요,근데 펌핑하면 안나오네요,지속성은 조금 그래요 향이 순해서 마음에 듭니다,내일 꼭 쓰고 싶었는데 오늘 딱 왔네요,세일하길래 얼른 구매했어요,,,,,
N,P06,S27,29299134621,0,눈썹,펜슬,얇아서,그리기,미니,7.77,6.2,5.96,5.52,4.54
N,P06,S27,29299134621,1,너무 마음에 들어요,3번째 구매해서 쓰는중인데 너무 금방써서 아쉽네요,후기가 엄청 좋길래 사봤는데 발색력이 좋네요,만족합니다,색도 다양해서 선택의 폭도 넓어서 이래저래 만족합니다,,,,,
N,P11,S38,14127352190,0,클렌징,바닐라코,지워,있어요,배송도,13.41,7.39,6.78,6.17,5.61
N,P11,S38,14127352190,1,진짜 엄청 좋아요,샘플도 많이 주시고  배송도 빨랐습니다,클렌징이 잘되고 순해요,클렌징 오일은 아이라인이나 마스카라 세정력이 그리 좋지 않았거든요,몇통을 썼는지 모르겠어요,,,,,
N,P06,S28,21950842352,0,발색,색상,팔레트,예뻐요,색이,18.22,16.86,15.74,15.54,13.07
N,P06,S28,21950842352,1,배송 빠르고 좋아요,맘에 들어요,코랄인줄알았는데 핑크에 가까워요,색이 다양해서 활용도는 높을 것 가타여,에스쁘아 색조 좋습니다,,,,,
N,P02,S25,5378259262,0,향도,향이,만족,좋습니다,저렴하게,13.52,12.9,7.39,6.77,6.32
N,P02,S25,5378259262,1,어버이날에 선물 해드렸어요,좋아요,아빠가 항상 사용하시는거라 구매하고 있습니다,촉촉하고 너무 좋네요,향이 순해서 좋아요,,,,,
N,P06,S27,5610925019,0,슈에무라,샤프닝,눈썹,오래,만족,22.73,11.37,10.48,9.57,9.25
N,P06,S27,5610925019,1,비싸긴 하지만,배송빠르고 잘 받았습니다,발색 유지 다 만족해요,저렴하게 잘 샀습니디,만족합니다,,,,,
N,P05,S04,13683287065,0,입술,바르면,화한,저렴하게,촉촉,6.06,3.98,3.0,2.82,2.57
N,P05,S04,13683287065,1,항상 만족하고 애용중이예요,입술도 도톰해보이고 여즘같은 겨울날에 딱입니다,너무 마음에 들어요,로즈우드도 색이 차분해서 좋네요,항상쓰고있는상품이에요,,,,,
N,P02,S25,12191700798,0,좋습니다,톤업,만족,자연스럽게,있어요,7.82,6.06,5.53,4.51,4.3
N,P02,S25,12191700798,1,비비처럼 티도안나고 잘발리고 얼굴톤이 밝아져서 너무 만족하네요,진짜 겁나 좋습니다,항상 잘쓰고 있어요,발림성도 좋고 피부톤 보정도 과하지않게 딱 좋습니다,비비대신 5년째 계속 쓰고 있어요,,,,,
N,P12,S32,29450065618,0,향도,효과,거품도,향이,만족,5.26,4.05,2.55,2.25,2.11
N,P12,S32,29450065618,1,거의 무향에 가까워서 향도 맘에 들고 무엇보다 극단적인 지성인데 젤 잘 잡아주는 지성샴푸임,너무 좋아요,배송빠르고 향기 무난하고 사용감도 무난하네요,샴푸는 거품도 많이 나고 감고 나면 개운해요트리트먼트는 양을 많이 해야 발라지는 느낌이에요머리결이 좋아지는건 아직 모르겠어요,감사합니다,,,,,
N,P04,S43,19332652302,0,촉촉,순하고,좋습니다,있어요,대용량,6.37,6.08,4.34,3.8,2.93
N,P04,S43,19332652302,1,용량이 넉넉해서 좋아요저녁에만 써서 그런가 한달째써도 저정도만 줄어있네요,지금 몇년째 닦토로 이것만 쓰고 있어요,보습에 좋고 피부에 잘 흡수 돼요 트러블 없었어요,세일해서 저렴하게 잘샀어요포장 꼼꼼하고 매번 증정품주셔서 감사해요,촉촉하고 좋아요,,,,,
N,P05,S06,11218826916,1,친구 생일선물로 줬는데 너무 마음에 들어해서 좋아요 거기다 포장도 마음에드네요,촉촉하고 부드럽게 발려 좋아요,색이 좀 진했으면 해서 라즈베리 사봤어요 진하긴 한데 핑크나 코랄이 더 촉촉한거같아요 물론 라즈베리도 짱입니당,촉촉하니 아주좋아요,늘  쓰는거라  떨어지면 불안,,,,,
N,P07,S33,22222194684,0,커버,더샘,가성비,저렴하게,가격,26.33,11.88,10.05,9.6,7.99
N,P07,S33,22222194684,1,재구매했어요,지속력은 오늘 한번 마스크 쓰고 일하고 볼께요,잘 받았습니다,저렴하게 잘샀어요,저렴한 가격 감사합니다,,,,,
N,P08,S13,82239059061,0,가성비,구성,감사합니다,젤네일,네일,8.91,5.21,4.99,4.94,4.04
N,P08,S13,82239059061,1,빠진것도 없이 다 잘 왔고  색도 이뿌고 필요한 준비물이 다 있으니까 편하게 했습니당 젤네일 다른 색상도 구매 하려구요,구성도 알차도 램프도 잘 구워지도 색도 예쁘고 다음에 꾸준히 여기서 구매하고싶어요,싼가격에 잘삿어용 쓸만해요,오자마자사무실에 아무두 없어서 바로 해보았어요너무너무 이쁩니다,좋아요,,,,,
N,P05,S06,13434124751,0,유리아쥬,저렴하게,립밤,만족,촉촉,21.78,20.39,19.62,11.45,10.92
N,P05,S06,13434124751,1,촉촉하고 좋아요,다른 곳보다 저렴하게 샀다는 생각에 주변사람들 하나씩 주다보니 받자마자 개봉해서 쓰던 것만 남아서 조만간 한 번 더 구매해야할 것 같아요 ㅋㅋㅋ,어렸을 때부터 입술에 피부염이랑 여러가지로 항상 문제가 있었는데 이 립밤만 입술에 맞아서 몇통째 쓰고 있는지 모르겠어요,유리아쥬 립밤은 역시 좋아요,너무 좋아요 ㅎㅎ,,,,,
N,P07,S01,22849759426,0,발림성,커버,써보고,촉촉하고,좋습니다,2.72,2.68,2.14,2.04,1.63
N,P07,S01,22849759426,1,연고바르는 느낌으로 뻑뻑한데 손으로 쓱쓱 문지르니 잘 발라지네요썬크림 바르 듯 그냥 손으로 발랐어요,여동생이 쓰는것 사용해보고 구매했습니다노란색 피부인데 바르고 나니 신기하게 화사하게 변하네요,쿠션 바르기전에 베이스로 쓰고 있습니다,발림성 좋아요,어머니가 써보셨는데 색상이랑 발림성도 좋아서 다 쓰면 재구매하시겠다고 하네요,,,,,
N,P07,S01,13057920955,0,배송도,엄마가,애터미,비비,만족,5.32,5.3,4.73,4.63,3.42
N,P07,S01,13057920955,1,애터미가 가장 잘 맞아서 오래쓰고 있네요,늘쓰던거라좋아요,만족합니다,원래 쓰던 제품인데 좋은걸 알고 있어서  구매했어요,다 쓰면 항상 재구매합니다,,,,,
N,P07,S01,13222066705,0,한스킨,커버력,비비,만족,발림성,6.03,5.1,5.07,3.05,2.89
N,P07,S01,13222066705,1,한스킨 제품을 계속 써왔는데 이름이 자꾸 바뀌는지 전에 상품을 찾으려면 없어서 다른제품을 사게되네요,요 한스킨 비비크림 저는 진짜 몇년째 쓰고 있어요,만족해요,빠르게 잘 받았습니다,이번에 두개 구매해서 하나 엄마 드렸는데 엄마고 마냥 하얗지 않고 피부랑 잘 맞는다며 좋아하셨어요,,,,,
N,P07,S01,10856462740,0,빠르,,,,,0.71,,,,
N,P07,S01,10856462740,1,늘 쓰고있어요,항상 쓰는 물건이에요떨어지기 전에 미리 주문했어요,좋아요,어머니가 만족하시네요,생각보다 양이작아서 좀 그랬네요2017년6월제조상품인데 케이스랑 상품이 좀 깨끗하지않아 오래된 제품인줄 알았어요,,,,,
N,P08,S47,19868385189,0,향이,향수,딥디크,잔향이,향은,24.4,13.44,8.85,7.89,6.43
N,P08,S47,19868385189,1,향은 좋은데 지속력이 매우짧아서 아쉽더라구요,롬단 역시 최고네요,진짜 최애향수에여 너무 좋아여 앞으로도 이것만 쓸 것 같아여  다른 딥디크 향수도 써보고싶지만 지속력이 근데 생각보다 좋지는 않습니다,저한테  잘어울리는 향이네요사람마다 직접 몸에닿았을때  체취와 여서  발산되는 향이 다른듯 합니다,항상 도손 퍼퓸만 쓰는 매니아입니다평생 맡고 싶은 향입니다,,,,,
N,P07,S01,8910285947,0,커버,비비,발림성,있어요,좋습니다,9.73,7.89,5.37,5.12,4.78
N,P07,S01,8910285947,1,비비중에서는 제일 밝고 번들거림도 없어요,향도좋고 잘쓰겠습니다,우선 조금 어두운데 피부 트러블은 안나는것 같아 계속 써보려구요,제품 본질에 충실한것 같아요,여드름피부사용가능이라 좋은듯요피부과에서 구매해보고 좋아서재구매근데 색이좀 어둡다는게단점 목보다어두움,,,,,
N,P07,S01,10023542539,0,촉촉하고,만족,감사합니다,비비,커버력은,5.24,4.91,3.33,3.18,2.62
N,P07,S01,10023542539,1,생각했던것보다 작긴작네요부드럽게 잘 발라지는데 자연스런 톤은 아닌것같아요,왜이제야이걸알게됬을까요,저렴한 가격에 득템한거라 나중에 또 좋은 기회에 구매하러 올듯용,딴거 쓰다가도 다시 찾게되요 내추럴이 과하지도 않고 저한테는 딱 좋은거 같아요,트러블 잘생기는 지성피부인데 마스크 착용한 상태에서도 들뜨지 않고 가볍게 잘 유지가 되네요,,,,,
N,P07,S01,83366727705,0,커버,,,,,0.74,,,,
N,P07,S01,83366727705,1,다 좋은데 커버력은 별로 없어요,그냥 적당하게 좋아요,톤업크림이라는 의미를 모르겠습니다톤이 밝아졌다는 느낌은없고 그냥 부드러운 크림을 바른것같은느낌이에요그래도 발림성이나 이런부분은 만족했어요,처음,커버 좋네오,,,,,
N,P10,S29,4833531612,0,선물로,있어요,저렴하게,섬리안,만족,6.69,5.55,5.38,5.33,4.81
N,P10,S29,4833531612,1,일단 선물 포장 꼼꼼하시고 빠른 배송 만족합니다,엄마 선물 보내드렸는데 좋아하시네요,상품은 좋지 않나요가격이 좀나가서 글치,만족스럽네요,두통째 쓰는 아이크림 펌프식이라 개인적으로 너무 좋은거 같습니다,,,,,
N,P07,S01,13945551239,0,커버력,비비,섞어,만족,지속력,9.66,8.11,7.97,6.23,5.81
N,P07,S01,13945551239,1,유통기한 넉넉히 저렴하게 잘 구매했습니다,괜찬습니다,괜찮아요,재구매합니다,아직 안써봤어요,,,,,
N,P07,S01,13829495628,0,가볍게,만족,저렴하게,바닐라코,톤업,5.85,5.7,5.66,5.05,4.32
N,P07,S01,13829495628,1,완전 가성비짱 또살게요,날씨가 추워서 그런 걸 수도 있는데 10년 넘게 화장품을 발라온 동안 이렇게 자연스러우면서 지속력이 오래 가는 제품은 처음,자연스럽게 톤업되고 발림성과 밀착력이 좋아 몇년째 꾸준히 사용 중입니다,깔끔하게 발려요,넹  네 알겠습니다,,,,,
N,P10,S23,24453865525,0,트러블,여드름,있어요,좁쌀,효과,13.73,11.7,10.48,10.42,9.85
N,P10,S23,24453865525,1,심할땐 병원약도 먹고 다른 보조수단도 동원해가며 잘 다스리고 있습니다,가격비싸지만 무난하고 촉촉하니다,만족스러워요,좋아요,촉촉해염,,,,,
N,P07,S01,23257851490,0,만족합니다,성분,감사합니다,좋습니다,커버,3.14,2.54,2.3,2.22,2.02
N,P07,S01,23257851490,1,청소년인 조카 사줬습니다,잘 받았습니다,두 번째 구매입니다 가성비가 좋고 사용하기 편해요,엄청 촉촉하게 발려요,피부색에 잘맞고 발림성 커버력도 좋아요,,,,,
N,P07,S01,82234714055,0,엄마가,구매했어요,비비,발림성이,저렴하게,2.83,1.62,1.46,1.39,1.3
N,P07,S01,82234714055,1,발림성도 좋고 조금만 사용해도 커버가 되는것같아만족합니다,처음,엄마가 5통째 계속 쓰고 있는 제품이예요,후라인은 제품이진짜 고급지긴해요방판이모한테 정가주고구매하다가 인터넷이 저렴하게잘샀어용,원래 사용하던 제품인데 인터넷이 더 저렴해서 구매했어요,,,,,
N,P10,S31,22590590664,0,윤조,만족,촉촉,저렴하게,좋습니다,25.52,16.45,15.6,15.33,9.68
N,P10,S31,22590590664,1,겨울에는 약간 건조한듯한데 용량도 커서 듬뿍바르기 좋네요,어머니가 매우 만족해하십니다,저렴하게 잘산거같아요,모두 만족합니다,넘 넘 만족하네요,,,,,
N,P04,S09,82846536660,0,볼라욘,써보고,감사해요,BEST,주신,3.74,3.67,3.23,2.79,2.13
N,P04,S09,82846536660,1,몇년째 사용중이에요볼라욘은 홈케어에 으뜸이죠,서비스도 많이주시고 매번 쓰던상품 대용량으로 사니 기분이 좋아요,배송도 빠르고 만족해요,BEST서비스도 많이주시고 매번 쓰던상품 대용량으로 사니 기분이 좋아요,꾸준히 사용하면 더 효과볼수 잇을듯요,,,,,
N,P04,S43,26026584522,0,피부가,촉촉,바르고,라네즈,자면,21.46,18.37,17.97,10.16,8.86
N,P04,S43,26026584522,1,먼저 써본 동생이 추천해줘서 믿고 구매했어요,선물로 구매했는데 아주 저렴하게 구매한것 같아 만족스럽네요,아침에도 촉촉하고 좋은 것 같아요,몇년동안 계속쓰고 있는제품인데 떨어지기 전에 얼른 샀어요,항상 샘플 오는거 쓰다가 너무 좋아서 큰걸로 주문했는데 자기전에 크림스킨 바르고 이거 바르면 아침까지 촉촉하고 끈적임은 전혀 없어요,,,,,
N,P10,S44,8740412605,0,트러블,여드름,티트리,효과,뾰루지,28.7,18.62,16.79,16.27,13.27
N,P10,S44,8740412605,1,써보니 더 써봐야알겠지만 효과좋다는 소문듣고 구매합니다,매번 쓰는제품입니다,더바디샵 티트리 오일은 필수템입니다,제가 써 보고 좋아서 울 둘째도 여드름 피부라 이번에 2개 더 재구매했네요이젠 없으면 안될 필수품  향도 질도 좋습니다,진정에 탁월합니다,,,,,
N,P08,S47,8442841073,0,향이,향도,만족,향수,샤넬,15.5,6.69,5.09,5.06,3.67
N,P08,S47,8442841073,1,향도 좋고 샘플도 감사합니다,판매자님 친절하시고 24시간도 안되서 받았어요,괜히 순위 12위를 달리는 향수가 아니죠,좋아요,향지속력 3시간 안감  잔향 거의없음,,,,,
N,P11,S37,6168162950,0,지워,저렴하게,가성비,자극,있어요,9.78,8.98,7.95,7.75,6.14
N,P11,S37,6168162950,1,아이라이너두 잘지워지고 마스카라도 깔끔하게 잘지워집니다,잘사용 하고 있습니다,배송 빨랐어요,계속 쓰고있는데  잘쓰고있어요,어떤것도 너무 잘지워져요,,,,,
N,P05,S07,26882569530,0,색상,지속력,색이,예뻐요,발색,26.54,22.6,21.23,16.99,16.86
N,P05,S07,26882569530,1,진저밀크티 처음에 탁 바르면 이게 모지 하다가 점점 너무 이쁘게 색이 나와요 지금 진저 밀크티 풀립으로 바르고 가운데만 가지고 있는 다른 틴트 세 번 콕콕 찍어 펴바른 건데 너무 자연스럽고 예쁘네요,바를 때는 부드러운데 시간 지나면 착 붙어요,더스티 베이지랑 궁합고 잘 맞고 밀착력도 괜찮아요,색도 너무 베이지 하지 않고 적당히 차분해서 이거 단독으로 바르고 나가도 될 것 같네용,색깔도 마음에 들고 잘 발려요,,,,,
