SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,KEYWORD_POSITIVE,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
G,P09,S22,107592,0,N,알로에,피부가,수딩젤,진정,좋아,2.26,1.7,1.35,1.22,0.52
G,P09,S22,107592,1,N,메이크업 전에는 절대 못쓰지만 화장안하는 날이나 밤에 듬뿍 펴바르고 있기 너무 좋음,시원하고 향도 좋아요근데 다른 알로에 제품들에 비해서 쿨링감은 좀 떨어지는거 같슴니당  그래도 전 이거 강추,이건 어디가기전이나 자기전 아침에 꾸준히 발라주는데 좋아여 다이소꺼나 로드샵꺼 사지 말구 이거 사요,모낭염과 예민한 피부로 고생 중인 파워지성인이에요여름에 달아오른 피부와 트러블때매 진정을 위한 수딩젤을 찾다가 김정문수딩젤이 효과가 괜찮길래 저렴한가격으로구매했어요,지금 마스크 쓰느라 피부가 화가 나있어서 여드름이 잔뜩 올라왔는데 매일 자기전에 냉장고에 넣어둔 알로에 수딩젤 얼굴 전체에 바르고 챱챱해서 흡수시킨뒤 자는데 다음날 보면 꽤 갈아앉아있어요,,,,,
G,P09,S22,141732,0,P,인셀덤,있어요,촉촉,바르고,얼굴에,2.45,2.06,1.86,1.72,1.54
G,P09,S22,141732,1,P,피부진정에 너무 좋은듯한 수딩젤금가루가 들어있어요 ㅋㅋ,붉은기가 있거나 예민해질때는 수딩젤을 듬뿍 얹어서 진정시켜주면 너무너무 좋을 것 같아요향도 좋고 촉촉한 보습도 정말 오래가요,냉장고 보관 후 일주일에 한번씩 사용하니 딱 좋네요,프로폴리스 향이랑 촉촉해서 자극없이 좋아요 ㅇ,근데 다른 진정젤과의 별 차이는 모르겠음,,,,,
G,P09,S22,141732,0,N,바르고,있어요,흡수,수딩,촉촉,2.29,1.71,1.34,1.0,0.71
G,P09,S22,141732,1,N,세안하고 첫단계에 바르고 에센스와 크림을 바르는데확실히 이걸 쓰고나서 바르면 피부에 수분을 먼저 채워서부드러워지는데 그 위에 기능성 세럼등을 바릅니다,제형은 가벼운데 엄청 촉촉해서 요즘은 메이크업 안하니까 이거 하나만 바르고 있어요,지인이  판매한다고  요거저것  쳐발해줌  뭔가 하나는 사줘야하는구나  위기감을  느끼며 미스트랑  카밍젤만 구입해서  3일째  사용중  민감성작렬    내 피부가  받아주면  모든피부에  맞는것임   현재  별  문제없음,순하고 촉촉하고 나쁘지 않지만수딩젤 치곤 가격이 좀 센편임향이 별로임 신랑이 싫어함ㅋㅋ금가루가 들어있어서 뭔가 피부에엄청 좋을 것 같음시원하게 해서 도톰하게 펴 바르면진정효과에 좋음,금가루에 한번 놀람수딩젤에 금가루라니은은한 향과 수딩젤 부드러운 발림성은 좋았음,,,,,
G,P09,S22,145414,0,P,수분,촉촉,발림성,백탁,좋았어요,8.22,5.29,2.72,2.69,2.19
G,P09,S22,145414,1,P,원래는 무기자차나 혼합자차만 썻었는데 이거 제품 엄청 좋네용바르면 진짜 수분크림바르는것 처럼 촉촉하게 발리고 마무리가 깔끔해요유기자차 선크림만 바르면 저는 눈시림이 좀있었는데 이제품은 눈시림 없었어요 ㅎㅎ,향도 거의 없고 촉촉하고 가볍게 발려요진짜 좋아요ㅠ,기대안했는데 무척 만족합니다여름에는 셀퓨전씨 쓰다가 너무 건조해져서 사보았는데 정말 수분로션 같아서 가을겨울에 쓰기 좋아요,저는 악건성민감성 피부에요와이건 진짜 인생템이라너무 좋아서  말씀드릴게요ㅎㅎ처음,선크림 유목민으로서 추천1 너무 번들거리지 말 것    2가격이 너무 비싸지 않을 것   3 백탁현상이 없을 것대충 이런 조건으로 선크림 찾아 다니는데 이 제품은 위 조건을 다 만족해요,,,,,
G,P09,S22,145414,0,N,수분,촉촉,발림성,트러블이,유분,5.19,2.98,1.94,1.84,1.83
G,P09,S22,145414,1,N,가볍고 촉촉히 발려요흡수 또한 빠르고 수분감이 있는 썬크림이라 스킨케어를 대충 해주고 발라도 피부가 건조 하지 않고 속건조도 못느꼈어요,바르기도 편하고 눈시림도 없는데 저만 그런가요 메이크업 전 발라두고 메이크업 한 후 마스크 쓰면 몽글몽글 뭉치더라구요 ㅠㅠ,저는 악건성민감성 피부에요와이건 진짜 인생템이라너무 좋아서  말씀드릴게요ㅎㅎ처음,그래서 제가 매트한 쿠션이나 매트한 베이스 선크림을 잘 안 바르려고해요근데 이거  바르고 장시간 마스크 쓰고 있으면 많이 건조하지도 않고 들뜨거나 번들거리지도 않아요그리고 화장 급할때 이거 바르는 것은 좋지않아요이게 수분크림 로션 중간 제형이다보니 바로 파데 바르면 화장 밀리고 잘 밀착이 안된느낌ㅠ 전 꾸안꾸로 나갈때만 쓰고있어요화장용은 휘게나 닥터올가 톤업 선크림 추천 드립니다,재구매해서 사용하고 있어요,,,,,
G,P09,S22,147122,0,P,커버,파데,얇게,있어요,컬러가,3.43,2.62,2.12,1.87,1.83
G,P09,S22,147122,1,P,씨케이디 선크림 올마이드선 써보고 좋아 올커버리선도 구입했어요평소 선크림바르듯이 많이 바르면 안되고 조금씩 덧발랐어요,컬러가 들어있어서 파데프리하기 좋은 선크림이예요,금방 날아가기도 하고살색의 커버력은 미미하지만 투명한느낌으로 발려서 좋네요,컬러가 있는 선크림은 밀리거나 피부표현이 예쁘게 나오기 어려운데 이 선크림은 진짜 자연스러운 톤업느낌이라 딱 좋아요,모공 커버도 어느 정도 이상이고 잡티커버 또한 생각 이상이라 만족스러워요,,,,,
G,P09,S22,147122,0,N,얇게,커버,사용하,촉촉,파데,1.96,1.63,1.57,1.56,1.55
G,P09,S22,147122,1,N,또 다르게는 올커버리선 이 제품 바르고서 평소 사용하는 쿠션으로 아주 얇게 베이스 화장을 마무리 하는데 비싼 입생 쿠션 절약도 되고 베이스 화장도 말끔하니 아주 좋아요,그리고 가끔 저한테는 트러블이 올라오더라고요 ㅜㅜ 하지만 제가 써본 커버 선크림 중엔 제일 나아요,피부상태 조금만 안좋아도 각질부각 가루처럼 밀려서 손이안가요 처음발랐을때는 너무 보송하지도 기름지지도 않아서 좋은데 무너짐이 안예쁘고 색상도 좀 칙칙해요,평소에 선크림처럼 바르려고 구매했는데 생각보다 더 꾸덕한 제형이라서 얇게 발리는 걸 선호하는 저한테는 약간 두껍게 발렸고 양조절이 힘들었어요,직장인한테 넘나리 좋음 이마스크 시국에 제일 안묻어남톤보정정도 되고 커버도 적당히 되어서화장한것처럼 보입니다 ㅋㅋㅋㅋ,,,,,
G,P09,S22,148145,0,P,좋았어요,백탁,촉촉,발라도,발림,3.49,2.9,2.64,2.44,2.33
G,P09,S22,148145,1,P,저는 이 제품을 설문단에 당첨돼서 받게 됐어요,일단 유분기보다 수분감이 있어 발림성이 편안한 로션 타입에 가까워 좋았고 백탁현상도 없어서 덧바를 때도 밀리지 않고 괜찮았어요,헤라 썬크림이랑 비슷한 느낌화장전에 발라도 밀림도 없고 촉촉하고 좋았어요썬제품 잘못쓰면 트러블나고 그러는데 이 제품은 자극도 없고 순했습니다요즘같은 계절에 사용하기 좋은 제품인거같아요다만 향이 너무 쎄서 별하나 뺐어요,가격이 가격인만큼 조금 기대를 했던 제품이에용일단 텍스처가 가볍고 발림성이 좋더라구요첨에는 좀 유분기 있는듯 싶었는데피부에 바르면서 점점 부드럽고 촉촉한 느낌으로 남았어요,바를 땐 이거 너무 기름진데 싶은데 조금 지나면 금방 흡수되고 약간 촉촉한 정도로 딱 잘 마무리 되어요,,,,,
G,P09,S22,148145,0,N,유분,설문단,향이,발림성,촉촉,2.35,2.1,1.74,1.71,1.68
G,P09,S22,148145,1,N,바르고나서 화장하려면 흡수될때까지 한참 기다려야해요,30대 중반 복합성유존 건성티존 지성홍조가 있어 울긋불긋한 피부체형발림성  자극없이 부드럽게 잘 발림향  순한향이라 거의 부담이 없음사용감  처음,유분이 엄청 많아서 저 같은 수부지가 쓰기엔 좀 부담스러웠어요ㅠㅠ 메이크업 막 했을 땐 피부에서 광나는 느낌인데 시간이 지날수록 유분이 계속 올라와요 제형은 엄청 부드럽고 로션같아요,바를 땐 이거 너무 기름진데 싶은데 조금 지나면 금방 흡수되고 약간 촉촉한 정도로 딱 잘 마무리 되어요,바를 때 답답하지 않고 산뜻하게 발리면서 흡수력이 빨라서 좋았고 건성인 제 피부에 백탁이나 건조함이 없었고 트러블도 안 나서 좋았어요,,,,,
G,P09,S22,22784,0,P,발림성,있어요,트러블,백탁,좋았어요,2.24,2.1,1.93,1.7,1.61
G,P09,S22,22784,1,P,평소 쓰고있던 선크림이 어느 순간부터 바르면 건조함이 느껴지고 마침 다 써가기도 해서 이 제품을 구매해보았습니다제가 썩 좋아하는 향은 아니지만 발림성은 괜찮았고 건조함도 전보다는 덜 느껴졌습니다,톤업을 노린건 아니지만 자연스러운 백탁과 유지력 적절한 수분감까지 데일리로 딱 좋은 시용감이에요 ㅎㅎ,올영에서 세일하길래 삼나는 선크림 살때 제일 중요한건 하얘지지 않고 촉촉하고 향 진하지 않는거 그래서 원래는 ㅇㄴㅅㅍㄹ ㅂㄹㅂㄹ 라인이 좋긴한데 차선으로 샀지만 만족하면서 쓰구있음,수부지 민감성화장전에 발라도 뜨지않음다만 도톰하게발려서 나중에 화장개기름과 뭉쳐 피부가 굉장히 답답해지는 편그치만 피이지에 예민한 피부임에도 불구하고 트러블이올라오지 않고 흡수가 잘되는 편이라 애용함,데일리로 쓰기 적당하고 화장 전에 바르기 좋아요,,,,,
G,P09,S22,22784,0,N,트러블,좋아,유분,발리는,셀퓨전씨,2.81,1.95,1.65,1.6,1.42
G,P09,S22,22784,1,N,겨울에는 피부가 탄다는 말에 갑자기 선크림 구매욕구가 올라가서 찾아보던 중 발견한 제품입니다생각보다 피부 민감하신분들이 잘 애용하는 브랜드이더라고요  그래서 안심하고 사용해보았는데기대 이상이네요,톤업을 노린건 아니지만 자연스러운 백탁과 유지력 적절한 수분감까지 데일리로 딱 좋은 시용감이에요 ㅎㅎ,차단효과도 확실하면서 피부는 답답한게 전혀 없어요,샘플로 사용해보고 마음에 들었는데 이번 세일에 좋은 가격으로 사게된 제품인데 뭐하나 거슬리는거 없이 편안하게 발리고 수부지인 저한테 딱 적당히 겉보속촉한 느낌으로 발리는 선크림이에요,요즘 항상 화장 대신 썬크림 톤업크림으로만 메이크업을 하는중인데 마침 쓰던 제품을 다 쓰고 어떤걸 사볼까 하다가  이럴바에 백탁있는 선크림을 사서 바르자 로 생각이 바뀌어서 사본 제품입니다,,,,,
G,P09,S22,26422,0,P,바르고,광이,슈에무라,파데,윤광이,2.18,2.06,1.78,1.53,1.24
G,P09,S22,26422,1,P,슈에무라에서 파운데이션 사고 화장 받아볼때 직원분이 쓰셨는데 너무 피부표현이 예쁘게 되어서 바로 샀습니다,베이스로 이거 사용하고나서 큰 차이점는 잘 모르겠지만 확실이 파데 무너짐이 좀 덜한 것 같긴했어요,처음에는 얘 바른거랑 안바른거랑 별 차이 없는줄 알았는데 은근히나만 아는건가 차이가 있고 다른 때보다 무너짐도 좀 덜하고 파데가 더 피부에 잘 안착되서 그런지 피부표현도 예쁘게 된다,더운날 피지에도 번들거림없이 무너지는거없는윤기광이살짝 도는정도고깔끔한유지력이 얘덕분인거같아요특히 슈에무라비비랑 궁합이잘맞아요,이걸쓴다고 뭐 엄청나게 화장이잘먹거나 광이 뿜뿜한다거나 이런건 아니지만 진짜 곱고미세한 진주펄이 들어가있는데 피부에바르고 파데바르면 진짜 미세하게 작은 펄들때문인지 윤광이 촤르르 도네요,,,,,
G,P09,S22,26422,0,N,밀착력,바르면,차라리,파운데이션이,촉촉해,1.86,1.8,1.47,1.19,1.0
G,P09,S22,26422,1,N,자연스럽게 톤업 효과도 되고 번들거림없이 윤광이 살짝 돌아요,베이스인데 화장잘되는거같지도않고 그렇다고 속이 촉촉해지게 유지해주는거같지않더라고요,이것도 제게는 너무 밀리는 이질감 느껴지는 광택도 그렇게 고급스럽진 않아요,스킨케어에서 유수분밸런스만잘맞춰주면 요거발라주고파데올리면 진짜이뿜약간 로라프라이머랑비슷한느낌에 광추가에용 ㅎㅎ쫀쫀한게밀착력도좋구요,차라리 이거 생략하고 프라이머  파데  파우더 순으로 갈것같음,,,,,
G,P10,S23,126914,0,P,오일,트러블,겨울에,발라도,보습,3.61,1.96,1.82,1.71,1.58
G,P10,S23,126914,1,P,이번에 평가단으로 받게 된 하예진 오일 토너는 딱 제가 원하던 제품이었습니다처음에는 오일이 들어있다고 해서 혹시 오일로 트러블이 나지는 않을까 걱정했는데 딱 보습에 도움이 될만큼 적당히 유분기가 있어서 좋았습니다,다만 토너는 기초 첫 단계다 보니 아무래도 수분을 많이 채워주는 제품을 찾게 되는데 이 제품은 유분이 많아서 여러번 레이어드하기는 부담스러워요,민감성 피부라서 걱정했는데 트러블이 나지 않더라구요2 촉촉하다 수부지라 겨울엔 보습력이 있는 제품을 선택하는 편입니다,아무래도 오일이라 그런지 지성분들은 부담스러울 수도 있겠단 생각이 좀 들었어요,손으로 바르니까 손에 오일이 조금 남기는 하는데 목에 슷슥 문대주면 괜찮네용 ㅋ ㅋㅋ얼굴 톤이 한층 밝아진 것 보니까 화이트닝 효과도 있어보여요 토너만 바르면 볼이 따갑고 갈라졌었는데 오일토너라 보습력도 좋아요,,,,,
G,P10,S23,126914,0,N,오일,겨울,건조한,걱정했는데,촉촉,3.57,2.08,1.65,1.52,1.46
G,P10,S23,126914,1,N,다만 지성인 코 부분은 너무 촉촉해서 제가 촉촉한걸 안좋아해서 그 부분은 오일이라 어쩔수 없는 부분인것같아요,크림토너 기름질까비 약간 불호인 사람인데 엄청 기름지지않고 갠춘함 하지만 다른 촉촉이 물토너들에 비해 속건조를 잡아주진 못하는 느낌임 그래서 물토너로 한번 속까지 적셔주고 이걸로 레이어링해주면 피부가 진짜 엄청 야들야들해짐 물토너랑 스킨레이어링하는거 추천합니다,거기다 오일이 있으니 각질을 잠재워 주니까 피부 표현 굿단점은 크게 못 느꼈고 워낙 피부가 밝아서 그런지 화이트닝 효과는 모르겠네여,민감성 피부라서 걱정했는데 트러블이 나지 않더라구요2 촉촉하다 수부지라 겨울엔 보습력이 있는 제품을 선택하는 편입니다,겨울에도 속건조는 있지만 겉에 기름이 도는 수부지성 피부임오일토너로 위에 하얗게 오일층이 있어서 흔들어 사용하게 되어 있음,,,,,
G,P10,S23,134764,0,P,좋아,진정,어린쑥,향이,한율,3.63,3.29,2.96,2.36,2.17
G,P10,S23,134764,1,P,어린쑥 라인은 쑥향 별로 안좋아하는 사람에게도 강하지않은 은은한 향에 자극없이 무난하게 쓰기 좋은 라인인거같아요,어린쑥이 좋다고해서 써봤는데 저는 만족하며 썼습니다 시원한느낌이랑 수분채워주는 느낌이 좋아요,그래도 분사력도 좋고 수분도 잘 채워줘서 집에서 촉촉하게 잘 쓰고 있어요,사이즈가보습과진정은 잘모르겠는데 향이 좋아서 씁니다,향긋한 풀냄새라서 리프레쉬되는 기분이 들거든요한율은 유자도 그렇고 쑥라인도 그렇고 향을 잘 뽑는거같아요,,,,,
G,P10,S23,134764,0,N,향이,뿌리,솜에,한율,뿌려,1.97,1.87,1.82,1.44,1.29
G,P10,S23,134764,1,N,그래도 분사력도 좋고 수분도 잘 채워줘서 집에서 촉촉하게 잘 쓰고 있어요,제가 쑥향을 참 안좋아하는데 이건 향이 좋더라구요,일단 저는 향이 너무너무 좋구요ㅠㅠ 딱 수분미스트 답게 촉촉하니 저의 속당김과 건조함을 싹 잡아줘요,세상 촉촉하고 기름기는 전혀 없는 느낌으로 마무리되구 양도 꽤 많아서 이번 겨울은 촉촉하게 버틸수있을것같아용,한율 쑥 라인은 다 무게감이 적당한 느낌인 거 같아서 사계절 손 가는 템 같아요ㅜ 전 한율 미스트가 진짜 너무 좋음,,,,,
G,P10,S23,142861,0,P,프로폴리스,좋았어요,앰플,촉촉,분사,2.21,2.07,1.92,1.89,1.79
G,P10,S23,142861,1,P,바닐라코미스 플라워 앤 미스터 허느 프로폴리스 리쥬비네이팅 앰플 미스트어이거 진짜 좋아요,미스트가 진짜 수분감 꽉채워주고 속건조까지 잡아줘서 원래 미스트뿌리면 수분감 없능것들은 금방날라가고 더 건조해지는데 이건 정말 좋았어요,저는 워낙 건성이라 크림만 바르면 부족한 느낌이 들어서 겨울에는 위에 오일을 코팅하는데요,영양 듬뿍의 느낌이라 요즘처럼 점점 건조해질때 단순한 수분 보충 이상의 효과를 느끼게 해줘요,건성인 피부라 타사 미스트를 써도 잠깐이고 오히려 더 건조해지는 느낌 받을때 있어서 미스트제품을 잘안쓰게 됬는데 이거는 촉촉함이 오래가는것 같아요프로폴리스제품이어서 그런지 피부에 착붙어서 유지력이좋은것 같고 분사력도 괜찮아요,,,,,
G,P10,S23,142861,0,N,흔들고,오일,뿌리,촉촉,뿌려,2.0,1.52,1.38,1.0,0.71
G,P10,S23,142861,1,N,직접 바르는방식과 뿌리는방식의 차이는 있겠지만 몇번만 뿌려줘도 촉촉하고 불편감도없으니 정말좋네요,날씨가 추워지면 얼굴 땅김이 심한데 앰플 미스트 사용한 지금은 땅김 없고 촉촉하다는게 느껴지는 것 같아요,그리고 트러블이 조금씩 나기 시작해서 지금은 사용안하는 상태 입니다,전 미스트는 화장하고나서 수정할때나 건조할때 뿌려주는데 분사력이 좋아서 그런가 파운데이션이 뭉치는게 없어요저는 볼쪽은 건조하고 티존에는 기름이 금방올라오는 피부타입인데 매트한 피부표현을 좋아하는데요,건조할때마다 수시로 뿌리기 좋다는 설명에 비해선 글쎄요촉촉함이뭐라고 해야하지 뿌리는 그 순간만 촉촉하고 금방 날아가버려요 ㅠㅠㅠㅠ,,,,,
G,P10,S23,146728,0,P,보습,펩타이드,제형,촉촉,수분,5.52,3.03,2.35,2.14,2.1
G,P10,S23,146728,1,P,민감성 피부인데 트러블 하나 없이 잘 쓰고있고 무엇보다 너무 촉촉해요스킨인데 콧물제형이라서 하나만 발라도 건조한게 사라져요너무 무겁지도 않고 딱 속건조 잡아주는 느낌 용량은 작은것 같은데 조금만 발라도 촉촉해서 오래 쓰는것 같아요 ㅎㅎ,제품은 끈적임 없는 촉촉한 제형에크림 같은 보습력 때문에 요즘 1토너 하고 있어요바쁜 아침이나 피곤한 저녁에 딱 좋은 스킨케어죠까다롭기로 유명한 독일 더마테스트에서저자극 테스트를 통과하여엑셀런트 등급을 받았기 때문에민감한 피부도 안심하고 사용할 수 있고요즘같은 환절기에 보습하기 너무 좋은 토너 같아요현대약품 랩클토너 펩타이드토너 멀티안티에이징 영양토너 환절기토너 토너추천 수부지토너 보습토너 크림토너 글로우픽토너 1위토너 저자극토너 촉촉,상큼한향 하지만 끈적한 타입 별로 안좋아하시는 분은 비추 저는 워낙 건성이라 맘에들어요ㅎㅎㅎ 디자인도 짱예뿌,속건조 뿐만아니라 피부를 전체적으로 촉촉하게 해줘서 피부가 말랑해진 듯한 느낌 미세한 쿨링감도 있어서 더욱 좋았고요 무엇보다도 향이 너무 맘에 들어서 진짜 계속 쓰게 됐어요,트러블때문에 기초를 싹 바꿨는데 그중에 얘도 있거든요트러블이 천천히 들어가고 있어서 좋아요 ㅎㅎ,,,,,
G,P10,S23,146728,0,N,수분,제형이,가벼운,촉촉하고,향이,1.74,1.69,1.65,1.59,1.54
G,P10,S23,146728,1,N,크림토너인데도 흡수가 매우 빨랐고 속건조가 잡혀서 정말 만족스러웠어요,펩타이드 크림 스킨이라 선택 펩타이드가 중요하다고 해서 괜찮네요,타사 리뷰 이벤트에 당첨되어서 써본 아이인데 정말 좋아요콧물 스킨은 끈적여서 부담되고 물스킨은 피부 마찰력 땜에 부담되시면 얘 꼭 써보세요,건성이신 분들 건조해지는 계절에 쌍수들고 환영하실 아이템2 수분감영양감토너 이름에서도 느껴지는 보습의 의지에 걸맞게 매우 훌륭한 보습감을 가지고 있어요,흡수가 빠르고 끈적임이 없어서 가벼운 토너를 좋아하시는 분이라면 피부타입 상관 없이 써보시길 추천드려요어떤 토너들은 토너 자체의 보습감이 높아 토너만 발라도 큰 건조함은 안 느껴지는데 이 토너는 딱 건조한 게 느껴졌어요,,,,,
G,P10,S23,154164,1,P,배송비 체험품 본품 주더라 이 아인 패드 크기가 쌈 싸먹어도 될 만큼 시원시원하게 뻗침 고성능은 아니지만서도 이 손바닥만한 크기의 자연 생분해 패드면이 매끈한 편이어서 닦토와 흡토 모두 양호한 사용감을 주므로 화장하기 전에 볼 이마 작열감 내려주는 데 유용하게 쓰인다 가벼운 물세안 하는 듯 살랑이는 촉촉함이 내리 피부에 순하게 닿는다 야다 패드가 생각나는 그런 산뜻 수분 공급 패드다 야다에 비해 01정도 살짝 더 쫀쫀한 느낌 난 패드는 에센스 깔끔한 게 좋더라고 거기다가 100매나 층층이 덧쌓은 대용량이라 마음껏 써도 부담 안 갖게 된다 ,배송비 체험품 이 아인 패드 크기가 쌈 싸먹어도 될 만큼 시원시원하게 뻗침 고성능은 아니지만서도 이 손바닥만한 크기의 자연 생분해 패드면이 매끈한 편이어서 닦토와 흡토 모두 양호한 사용감을 주므로 화장하기 전에 볼 이마 작열감 내려주는 데 유용하게 쓰인다 가벼운 물세안 하는 듯 살랑이는 촉촉함이 내리 피부에 순하게 닿는다 야다 패드가 생각나는 그런 산뜻 수분 공급 패드다 야다에 비해 01정도 살짝 더 쫀쫀한 느낌 난 패드는 에센스 깔끔한 게 좋더라고 거기다가 100매나 층층이 덧쌓은 대용량이라 마음껏 써도 부담 안 갖게 된다 ,이번 리뷰는 감사하게도 체험단으로 선정되어 사용해본 제품인 땡큐파머의 피토 릴리풀 시카 토너 패드입니다하지만 리뷰는 모두 솔직하게 작성하였습니다이 제품은 촉촉하고 피부 진정도 시켜주면서 피부 pH도 맞춰주는데 심지어 비건인 패드를 사용한 점이 강력한 특징들이예요다른 패드 제품들처럼 닦토나 토너패드팩으로 사용했는데 전에 비해 트러블들로 인한 붉은기들이 상당히 개선되어 굉장히 만족했던 제품이예요참고로 피부 비교 사진은 패드팩 사용 첫날입니다저는 이 제품 다 사용하면 사비로 구매할 의사 100예요 이전이나 진행 중인 여드름 때문에 붉은 자국이 있으신 분들과 피부 진정 케어가 필요하신 분들께 강력 추천해요,패드 사이즈가 크기 때문에 거의 볼의 80 가릴 수 있습니다 밀착력도 좋아서 마음에 들었습니다 토너가 빨리 흡수되어 얼굴에 잔여물이 남지 않습니다 패드를 쓰고 나서 피부가 산뜻해지며 매끈하게 느끼고 자극은 전혀 없어요 피부에 수분을 공급해주고 진정도 시켜줬어요 순한 토너 패드를 찾으시는 분들께 추천합니다,닦토 흡토 동시에 하고 싶다면땡큐파머 시카토너패드가 답입니다순면이라 진짜 부드러워서 얼굴자극 1도 없어요닦토하고 건조한 부분에 올려두고 5분 수면팩으로 쓰면 진짜 촉촉해요 메이크업도 잘 붙어용7cm 큰사이즈라 볼 다 덮어요ㅎ그리고 100매나 되서 맘껏 쓰고 있어요병풀추출물 덕분에 예민한 피부도 맘편히 써도 돼요건조하고 민감하신분들에게는 무조건 추천이에요,,,,,
G,P10,S23,154164,1,N,이번 리뷰는 감사하게도 체험단으로 선정되어 사용해본 제품인 땡큐파머의 피토 릴리풀 시카 토너 패드입니다하지만 리뷰는 모두 솔직하게 작성하였습니다이 제품은 촉촉하고 피부 진정도 시켜주면서 피부 pH도 맞춰주는데 심지어 비건인 패드를 사용한 점이 강력한 특징들이예요다른 패드 제품들처럼 닦토나 토너패드팩으로 사용했는데 전에 비해 트러블들로 인한 붉은기들이 상당히 개선되어 굉장히 만족했던 제품이예요참고로 피부 비교 사진은 패드팩 사용 첫날입니다저는 이 제품 다 사용하면 사비로 구매할 의사 100예요 이전이나 진행 중인 여드름 때문에 붉은 자국이 있으신 분들과 피부 진정 케어가 필요하신 분들께 강력 추천해요,패드 사이즈가 크기 때문에 거의 볼의 80 가릴 수 있습니다 밀착력도 좋아서 마음에 들었습니다 토너가 빨리 흡수되어 얼굴에 잔여물이 남지 않습니다 패드를 쓰고 나서 피부가 산뜻해지며 매끈하게 느끼고 자극은 전혀 없어요 피부에 수분을 공급해주고 진정도 시켜줬어요 순한 토너 패드를 찾으시는 분들께 추천합니다,,,,,,,,
G,P02,S25,128403,0,P,올인원,향도,촉촉하고,민감성,좋았어요,2.8,2.18,1.79,1.76,1.23
G,P02,S25,128403,1,P,사실 포 맨이라 많이 건조할 것 같다고 느꼈는데 생각보다 좋았어요,올인원이라 간편하고 순한 것 같아서 좋아요,닥터지는 믿고 사용하는 쪽이라 바로 선물해줬습니다,저는 건조한피부이지만 민감성피부이기도해서 보습력순함 을 제일 중요시하는데 이제품은 건성피부한테는 부족한 보습력이지만 여름에 사용하기 좋은것같더라구요,순하고 흡수력 좋아요,,,,,
G,P02,S25,128403,0,N,라인,여드름,건조,그렇고,예민,1.13,1.11,1.0,0.94,0.8
G,P02,S25,128403,1,N,시간도 확 줄고요 근데 얼굴 전체에 부분부분 자잘한 여드름들이 나서는 안 없어지더라구요,아빠껀데 같이 써봤는데 촉촉하고 흡수가빨라서 좋았음,근데 같은 라인인 이 제품을 레이어링 해서 바르니까 훨씬 건조함이 덜 한 느낌  발림성도 너무 좋고  예민성 피부에 맞춰서 나온 제품이라 올라오는게 하나도 없어요,남동생이 여드름 때문에 피부과도 많이 다니고 여드름 제품 많이 써봤는데도 가라앉지 않아서 이거 사줬는데 일주일 만에 진정되고 더 이상 안 올라오는 거 같아요,순하고 로션같은 제형이라 가볍게 건조할때 아무렇게나 바르기 좋습니당,,,,,
G,P02,S25,78519,0,P,기름이,지성인,피부가,수분,오일,2.61,2.17,1.99,1.84,1.83
G,P02,S25,78519,1,P,클렌저든 크림이든 실패없고 싶으시다면 이 브랜드 츄라이 해보시길,신랑의 여름용 크림 겨울은 오리지널 여름은 오일 컨트롤불독은 전 제품이 아저씨 냄새 향수 냄새같이 독한냄새가 안나고 은은한 허브향이나서 좋아요,지성인 남성분들 불독제품 고민하시면 이거 추천해드릴게요 남친 피부 좋아져서 저도 뿌듯하네요,안에 버블티에 있는 타피오카 전분이 들어 있어 기름을 흡수 한다네요 수분도 적당하구 오일컨트롤 기능도 좋아서 전 로션 대신 사용하기도 합니다,덜어쓰는 용기가아니라서 위생적이기도하고근데 꼭 지성인 남자분들이써주세요,,,,,
G,P02,S25,78519,0,N,기름,피부가,바르고,저녁에,얼굴에,2.82,2.45,2.31,1.87,1.63
G,P02,S25,78519,1,N,오일컨트럴이라 좀 산뜻할줄 알았는데 그런거 좀 없구요,오리지널 모이스춰라이저 군인 남자친구한테 선문했었는데 지성피부라 그런지 여름되니 번들거리더라구요,튜브타입이라 떠서 뜨는 타입보다는 편리하고요 근데 제가 기존에 쓰던 크림이랑 비교해보라했더니 제 크림이 더 낫다고ㅎ나쁜 크림은 아닌데 크림과 오일커트 두개를 동시에 잡기는 좀 어렵지않나싶네요,오후되면 얼굴에 기름이 많이 올라오는 편인데 이거 쓰고나니까 기름 올라오는 것도 덜한거 같아요,생각했는데 그렇게 쿨링감는 많지는 않으며 그냥 로션인데 그렇다고 다시구매하고 싶을정도로 좋은효과는 모르겠다고하네요그래서 저는 그냥 그럭저럭에 한표,,,,,
